下料批次号,零件名,面料号,零件外轮廓线坐标
L0002,s000168,2,"[[16084.0,620.0],[16084.0,827.0999999999999],[15922.0,827.0999999999999],[15922.0,620.0],[16084.0,620.0]]"
L0002,s000169,2,"[[8370.0,958.0],[8370.0,1140.0],[8289.800000000003,1140.0],[8289.800000000003,958.0],[8370.0,958.0]]"
L0002,s000170,2,"[[10803.0,1539.0],[10803.699999999997,1343.6],[10808.199999999997,1343.7],[10813.0,1343.7],[10818.100000000006,1343.8],[10823.399999999994,1343.9],[10834.399999999994,1344.1],[10839.899999999994,1344.3],[10845.399999999994,1344.4],[10854.199999999997,1344.6],[10862.800000000003,1345.0],[10881.300000000003,1346.0],[10883.600000000006,1346.2],[10900.0,1347.5],[10918.800000000003,1349.3],[10937.5,1351.2],[10979.0,1355.7],[11025.100000000006,1360.7],[11061.0,1364.6],[11077.899999999994,1366.5],[11086.399999999994,1367.4],[11094.800000000003,1368.1],[11106.699999999997,1368.9],[11118.5,1369.5],[11128.199999999997,1370.0],[11137.899999999994,1370.3],[11143.199999999997,1370.2],[11148.399999999994,1369.9],[11158.899999999994,1369.2],[11175.899999999994,1367.4],[11187.399999999994,1365.8],[11192.899999999994,1365.1],[11209.699999999997,1362.5],[11226.5,1359.6],[11246.0,1356.1],[11260.399999999994,1353.2],[11274.600000000006,1350.3],[11288.800000000003,1347.6],[11295.899999999994,1346.3],[11303.199999999997,1344.9],[11313.100000000006,1343.2],[11322.899999999994,1341.5],[11327.699999999997,1340.7],[11332.399999999994,1339.9],[11336.899999999994,1339.1],[11341.199999999997,1338.4],[11344.699999999997,1337.7],[11348.399999999994,1337.0],[11350.399999999994,1336.6],[11352.5,1336.2],[11354.800000000003,1335.7],[11357.399999999994,1335.2],[11360.0,1346.9],[11362.399999999994,1347.0],[11364.600000000006,1347.1],[11366.600000000006,1347.1],[11368.5,1347.2],[11372.100000000006,1347.3],[11391.199999999997,1347.3],[11399.399999999994,1347.1],[11407.699999999997,1347.0],[11418.800000000003,1346.6],[11427.5,1346.2],[11429.699999999997,1346.2],[11447.199999999997,1345.1],[11459.600000000006,1344.1],[11472.100000000006,1342.9],[11479.899999999994,1341.9],[11487.699999999997,1340.7],[11495.300000000003,1339.5],[11499.0,1338.9],[11502.5,1338.3],[11505.800000000003,1337.8],[11509.300000000003,1337.3],[11513.0,1336.7],[11515.100000000006,1336.3],[11517.300000000003,1336.0],[11518.300000000003,1339.2],[11519.199999999997,1342.3],[11521.100000000006,1348.0],[11524.0,1356.6],[11527.100000000006,1365.4],[11527.800000000003,1367.3],[11530.5,1374.5],[11534.0,1383.5],[11538.100000000006,1394.2],[11542.300000000003,1404.8],[11547.800000000003,1418.0],[11553.600000000006,1431.2],[11558.899999999994,1442.6],[11562.899999999994,1451.2],[11564.199999999997,1454.0],[11566.800000000003,1459.6],[11569.100000000006,1464.5],[11569.399999999994,1465.0],[11571.899999999994,1470.2],[11574.199999999997,1475.1],[11571.600000000006,1477.6],[11569.100000000006,1480.2],[11567.0,1482.9],[11565.0,1485.8],[11562.899999999994,1489.1],[11561.0,1492.6],[11559.100000000006,1496.6],[11557.600000000006,1500.7],[11556.699999999997,1504.0],[11555.899999999994,1507.3],[11554.600000000006,1514.0],[11553.399999999994,1522.5],[11552.5,1531.0],[11552.0,1539.8],[11551.699999999997,1548.7],[11551.600000000006,1554.0],[11551.5,1558.9],[11551.399999999994,1564.0],[11551.399999999994,1569.0],[11548.399999999994,1569.2],[11545.399999999994,1569.4],[11539.0,1569.8],[11532.300000000003,1570.2],[11525.699999999997,1570.6],[11517.5,1571.0],[11509.399999999994,1571.3],[11501.800000000003,1571.7],[11494.100000000006,1572.0],[11480.800000000003,1572.1],[11467.5,1572.0],[11434.800000000003,1572.0],[11416.100000000006,1571.6],[11397.300000000003,1570.8],[11381.100000000006,1569.9],[11364.899999999994,1568.9],[11324.699999999997,1566.4],[11295.699999999997,1564.5],[11258.800000000003,1562.0],[11219.0,1559.1],[11186.399999999994,1556.7],[11162.899999999994,1555.3],[11139.5,1554.5],[11124.5,1554.3],[11109.300000000003,1554.2],[11098.0,1554.1],[11065.399999999994,1554.1],[11058.0,1595.6999999999998],[10802.800000000003,1595.6999999999998],[10803.0,1539.0]]"
L0002,s000171,2,"[[13907.0,798.0],[13913.699999999997,796.4000000000001],[13930.399999999994,792.4000000000001],[13947.199999999997,788.5],[13955.5,786.5],[13963.600000000006,784.6999999999998],[13971.5,782.9000000000001],[13979.199999999997,781.1999999999998],[13986.5,779.5],[13993.399999999994,777.9000000000001],[14005.199999999997,815.8000000000002],[14007.199999999997,815.4000000000001],[14008.899999999994,815.0999999999999],[14010.399999999994,814.8000000000002],[14011.800000000003,814.5],[14014.399999999994,813.9000000000001],[14016.800000000003,813.4000000000001],[14020.300000000003,812.6999999999998],[14023.899999999994,812.0],[14027.800000000003,811.1999999999998],[14031.699999999997,810.3000000000002],[14039.899999999994,808.6999999999998],[14045.300000000003,807.5999999999999],[14048.199999999997,807.0],[14058.800000000003,804.9000000000001],[14069.100000000006,802.9000000000001],[14089.399999999994,799.0999999999999],[14112.600000000006,795.0],[14136.100000000006,791.0999999999999],[14154.399999999994,788.5],[14172.800000000003,786.0999999999999],[14186.899999999994,784.4000000000001],[14201.100000000006,782.9000000000001],[14215.899999999994,781.5999999999999],[14230.699999999997,780.6999999999998],[14248.399999999994,779.9000000000001],[14266.0,779.3000000000002],[14284.699999999997,778.6999999999998],[14303.300000000003,778.4000000000001],[14317.899999999994,778.4000000000001],[14332.399999999994,778.5999999999999],[14353.300000000003,779.1999999999998],[14372.0,779.9000000000001],[14390.899999999994,780.9000000000001],[14402.100000000006,781.5999999999999],[14413.199999999997,782.4000000000001],[14424.199999999997,783.0999999999999],[14429.5,783.4000000000001],[14434.699999999997,783.8000000000002],[14440.600000000006,784.0999999999999],[14446.5,784.5],[14449.600000000006,784.5999999999999],[14452.899999999994,784.8000000000002],[14456.300000000003,785.0],[14460.0,785.1999999999998],[14460.0,796.0999999999999],[14455.899999999994,798.5999999999999],[14452.100000000006,801.0],[14444.600000000006,805.5999999999999],[14434.199999999997,811.9000000000001],[14423.5,818.3000000000002],[14411.800000000003,825.0],[14400.199999999997,831.5],[14390.100000000006,837.1999999999998],[14380.100000000006,843.0],[14372.800000000003,847.5],[14369.300000000003,849.9000000000001],[14365.899999999994,852.4000000000001],[14362.600000000006,855.0],[14359.399999999994,857.8000000000002],[14353.300000000003,863.8000000000002],[14348.800000000003,869.0999999999999],[14346.800000000003,871.9000000000001],[14344.899999999994,874.8000000000002],[14343.100000000006,878.1999999999998],[14341.5,881.6999999999998],[14340.199999999997,885.3000000000002],[14339.199999999997,889.0],[14338.399999999994,892.1999999999998],[14337.800000000003,895.5],[14336.899999999994,902.0],[14336.399999999994,906.5],[14336.100000000006,911.0999999999999],[14336.300000000003,916.6999999999998],[14336.699999999997,922.4000000000001],[14337.5,929.0999999999999],[14338.699999999997,935.6999999999998],[14339.800000000003,940.0999999999999],[14340.899999999994,944.4000000000001],[14342.100000000006,948.6999999999998],[14343.300000000003,952.6999999999998],[14340.699999999997,960.6999999999998],[14337.5,960.4000000000001],[14334.5,960.0999999999999],[14331.699999999997,959.8000000000002],[14329.0,959.5999999999999],[14323.800000000003,959.0],[14318.800000000003,958.5999999999999],[14309.5,957.6999999999998],[14299.800000000003,956.6999999999998],[14290.0,955.8000000000002],[14280.100000000006,954.8000000000002],[14263.0,953.0999999999999],[14246.100000000006,951.5999999999999],[14235.699999999997,950.9000000000001],[14225.300000000003,950.3000000000002],[14204.399999999994,949.6999999999998],[14191.800000000003,949.4000000000001],[14179.100000000006,949.4000000000001],[14162.100000000006,949.5999999999999],[14128.100000000006,950.5999999999999],[14117.199999999997,951.0],[14108.899999999994,951.4000000000001],[14100.5,952.0],[14083.899999999994,953.3000000000002],[14064.699999999997,954.8000000000002],[14045.399999999994,956.4000000000001],[14013.399999999994,959.5],[14011.199999999997,959.6999999999998],[13990.0,962.0999999999999],[13971.399999999994,964.4000000000001],[13956.699999999997,966.5],[13952.800000000003,967.0],[13934.800000000003,969.9000000000001],[13916.600000000006,972.9000000000001],[13879.300000000003,988.0],[13876.399999999994,978.0],[13873.5,968.0],[13862.100000000006,929.0],[13856.399999999994,909.5999999999999],[13849.800000000003,887.0999999999999],[13843.199999999997,864.5],[13836.600000000006,842.0999999999999],[13833.300000000003,831.0],[13830.100000000006,820.0999999999999],[13833.5,819.0],[13836.699999999997,818.0],[13839.600000000006,817.0999999999999],[13842.399999999994,816.1999999999998],[13845.100000000006,815.3000000000002],[13847.600000000006,814.5],[13852.199999999997,813.0999999999999],[13856.399999999994,811.8000000000002],[13860.399999999994,810.5],[13864.399999999994,809.4000000000001],[13868.300000000003,808.1999999999998],[13875.100000000006,806.3000000000002],[13882.199999999997,804.4000000000001],[13889.699999999997,802.4000000000001],[13897.5,800.4000000000001],[13905.5,798.4000000000001],[13907.0,798.0]]"
L0002,s000172,2,"[[14379.0,945.0],[14359.0,945.0],[14347.600000000006,919.8],[14347.600000000006,899.8],[14348.899999999994,898.0],[14351.899999999994,894.0],[14353.5,891.9],[14356.899999999994,887.6],[14358.600000000006,885.5],[14360.399999999994,883.5],[14363.699999999997,879.6],[14367.199999999997,876.0],[14369.0,874.3],[14370.899999999994,872.6],[14372.800000000003,871.0],[14374.800000000003,869.5],[14376.800000000003,867.9],[14378.899999999994,866.6],[14380.100000000006,865.9],[14381.300000000003,865.3],[14383.800000000003,864.2],[14385.399999999994,863.4],[14387.0,862.7],[14388.600000000006,862.1],[14390.300000000003,861.6],[14393.699999999997,860.7],[14397.199999999997,859.9],[14400.699999999997,859.3],[14406.199999999997,858.5],[14411.600000000006,857.8],[14418.899999999994,857.0],[14426.199999999997,856.3],[14432.800000000003,855.8],[14439.5,855.4],[14442.300000000003,855.2],[14447.600000000006,854.8],[14453.0,854.3],[14456.699999999997,854.0],[14460.399999999994,853.6],[14469.699999999997,852.1],[14472.800000000003,851.5],[14475.899999999994,850.8],[14479.0,850.0],[14484.199999999997,848.6],[14494.199999999997,845.2],[14500.100000000006,843.0],[14506.0,840.7],[14511.5,838.4],[14516.899999999994,835.9],[14519.600000000006,834.6],[14522.300000000003,833.4],[14524.0,832.5],[14527.399999999994,830.8],[14529.300000000003,829.8],[14531.300000000003,828.6],[14532.300000000003,828.1],[14533.300000000003,827.5],[14534.199999999997,827.0],[14534.899999999994,826.6],[14535.5,826.2],[14536.0,825.9],[14536.100000000006,825.9],[14536.199999999997,825.8],[14536.399999999994,825.7],[14556.399999999994,825.7],[14557.0,921.0],[14557.0,941.0],[14533.699999999997,941.0],[14532.899999999994,940.9],[14523.0,940.9],[14519.399999999994,940.8],[14516.5,940.8],[14513.699999999997,940.7],[14508.199999999997,940.6],[14502.399999999994,940.5],[14496.600000000006,940.5],[14490.699999999997,940.4],[14484.899999999994,940.2],[14479.0,940.2],[14473.100000000006,940.1],[14462.300000000003,940.0],[14450.300000000003,940.0],[14433.100000000006,940.1],[14426.899999999994,940.2],[14420.800000000003,940.2],[14414.600000000006,940.3],[14408.5,940.6],[14405.199999999997,940.8],[14401.899999999994,941.2],[14401.399999999994,941.3],[14395.5,942.0],[14389.5,942.8],[14386.899999999994,943.3],[14384.399999999994,943.8],[14379.0,945.0]]"
L0002,s000173,2,"[[1622.0,691.0],[1620.8999999999942,695.2],[1620.1000000000058,698.0999999999999],[1617.300000000003,710.0999999999999],[1615.8999999999942,717.5999999999999],[1614.199999999997,728.4000000000001],[1612.8999999999942,739.1999999999998],[1612.1000000000058,747.4000000000001],[1611.6000000000058,753.5999999999999],[1611.1000000000058,760.1999999999998],[1610.8999999999942,762.9000000000001],[1610.800000000003,765.0],[1610.699999999997,767.0999999999999],[1610.6000000000058,769.0],[1610.5,770.5999999999999],[1610.5,771.9000000000001],[1610.3999999999942,772.6999999999998],[1610.3999999999942,774.6999999999998],[1610.5,776.4000000000001],[1610.5,778.1999999999998],[1610.6000000000058,780.0],[1610.699999999997,782.0999999999999],[1610.8999999999942,784.1999999999998],[1611.1000000000058,787.0],[1611.5,793.5],[1612.0,799.6999999999998],[1612.800000000003,808.0],[1614.1000000000058,818.6999999999998],[1615.699999999997,829.5999999999999],[1617.1000000000058,837.0],[1619.800000000003,849.0999999999999],[1620.5,852.0],[1621.6000000000058,856.0999999999999],[1623.0,861.1999999999998],[1624.3999999999942,866.0],[1626.1000000000058,871.5],[1627.699999999997,876.0],[1629.5,880.5],[1633.3999999999942,889.8000000000002],[1635.1000000000058,893.6999999999998],[1637.3999999999942,898.8000000000002],[1638.6000000000058,901.5],[1639.8999999999942,904.3000000000002],[1647.3999999999942,920.8000000000002],[1571.5,990.6999999999998],[1501.0,962.9000000000001],[1503.5,943.6999999999998],[1503.699999999997,941.5],[1504.199999999997,938.3000000000002],[1504.6000000000058,934.9000000000001],[1505.300000000003,928.6999999999998],[1505.800000000003,924.5999999999999],[1506.300000000003,919.9000000000001],[1506.699999999997,914.1999999999998],[1507.1000000000058,908.6999999999998],[1507.300000000003,904.1999999999998],[1507.5,898.6999999999998],[1507.6000000000058,895.3000000000002],[1507.6000000000058,891.3000000000002],[1507.3999999999942,886.9000000000001],[1507.300000000003,884.6999999999998],[1506.8999999999942,881.0999999999999],[1506.300000000003,877.3000000000002],[1505.300000000003,871.4000000000001],[1504.3999999999942,867.4000000000001],[1503.6000000000058,863.0999999999999],[1502.1000000000058,855.4000000000001],[1500.1000000000058,844.0999999999999],[1498.800000000003,835.0999999999999],[1497.3999999999942,823.6999999999998],[1497.1000000000058,820.1999999999998],[1496.1000000000058,811.1999999999998],[1495.3999999999942,803.6999999999998],[1495.1000000000058,799.0999999999999],[1494.800000000003,794.5],[1494.5,786.4000000000001],[1494.3999999999942,779.8000000000002],[1494.300000000003,776.5999999999999],[1494.300000000003,771.5999999999999],[1494.3999999999942,770.0],[1494.3999999999942,765.1999999999998],[1494.6000000000058,760.1999999999998],[1494.8999999999942,752.1999999999998],[1495.6000000000058,743.0],[1496.300000000003,735.4000000000001],[1497.300000000003,726.4000000000001],[1497.6000000000058,723.0],[1499.1000000000058,711.5],[1500.3999999999942,702.5999999999999],[1502.3999999999942,691.3],[1504.0,683.5999999999999],[1504.800000000003,679.3],[1505.699999999997,675.2],[1506.699999999997,669.4000000000001],[1507.300000000003,665.5999999999999],[1507.699999999997,662.0],[1507.8999999999942,659.8],[1508.0,655.4000000000001],[1508.1000000000058,651.4000000000001],[1508.0,648.0],[1507.800000000003,642.5],[1507.6000000000058,638.0],[1507.300000000003,632.5],[1506.8999999999942,626.8],[1506.3999999999942,622.0999999999999],[1505.8999999999942,617.9000000000001],[1505.199999999997,611.8],[1504.699999999997,607.3],[1504.199999999997,603.0],[1501.800000000003,583.7],[1572.3999999999942,556.2],[1648.0,626.5],[1640.3999999999942,642.9000000000001],[1639.199999999997,645.7],[1637.3999999999942,649.7],[1635.6000000000058,653.5999999999999],[1633.8999999999942,657.4000000000001],[1629.8999999999942,666.7],[1626.5,675.7],[1624.800000000003,681.0999999999999],[1623.3999999999942,686.0],[1622.0,691.0]]"
L0002,s000174,2,"[[4078.0,1265.0],[3941.0,1265.0],[3941.0,1233.0],[4078.0,1233.0],[4078.0,1265.0]]"
L0002,s000175,2,"[[2220.0,310.0],[2220.199999999997,323.1],[2220.199999999997,336.70000000000005],[2220.0,350.29999999999995],[2219.199999999997,365.4000000000001],[2217.800000000003,380.4000000000001],[2215.899999999994,395.4000000000001],[2212.800000000003,412.79999999999995],[2209.199999999997,429.9000000000001],[2205.0,447.0],[2200.5,463.9000000000001],[2190.899999999994,497.0999999999999],[2186.0,514.0999999999999],[2181.300000000003,530.3],[2176.800000000003,546.8],[2172.600000000006,563.3],[2169.0,579.8],[2165.899999999994,596.3],[2165.600000000006,598.7],[2165.199999999997,601.3],[2163.699999999997,614.3],[2109.800000000003,605.7],[2066.699999999997,599.2],[2045.0,596.2],[2023.5,593.4000000000001],[1980.199999999997,588.5],[1958.3999999999942,586.5999999999999],[1936.8999999999942,585.0],[1915.300000000003,583.9000000000001],[1893.699999999997,583.2],[1877.199999999997,583.2],[1860.6000000000058,583.5999999999999],[1844.0,584.3],[1827.199999999997,585.2],[1819.1000000000058,585.8],[1810.800000000003,586.4000000000001],[1794.1000000000058,587.9000000000001],[1777.699999999997,589.7],[1761.0,591.7],[1744.5,594.0999999999999],[1728.1000000000058,596.5999999999999],[1711.800000000003,599.5],[1695.199999999997,602.7],[1692.8999999999942,603.0999999999999],[1688.1000000000058,604.0999999999999],[1681.0,585.9000000000001],[1679.0,581.4000000000001],[1676.8999999999942,577.0999999999999],[1674.5,573.2],[1671.800000000003,569.5],[1668.6000000000058,566.0],[1665.0,562.8],[1661.1000000000058,559.8],[1656.5,557.0999999999999],[1651.6000000000058,554.5999999999999],[1646.5,552.4000000000001],[1641.199999999997,550.5],[1638.6000000000058,549.7],[1636.0,548.9000000000001],[1630.3999999999942,547.5999999999999],[1624.699999999997,546.5],[1619.0,545.5999999999999],[1607.300000000003,544.5],[1595.3999999999942,544.0999999999999],[1581.5,544.4000000000001],[1567.699999999997,545.2],[1560.800000000003,545.9000000000001],[1554.0,546.5999999999999],[1540.3999999999942,548.4000000000001],[1526.5,550.5],[1503.1000000000058,554.2],[1498.5,527.9000000000001],[1495.0,507.0],[1491.699999999997,486.0999999999999],[1487.0,448.4000000000001],[1485.199999999997,429.5],[1483.800000000003,410.29999999999995],[1482.699999999997,391.29999999999995],[1482.1000000000058,372.29999999999995],[1481.800000000003,351.5],[1481.800000000003,330.5],[1482.0,310.0],[1481.800000000003,289.4],[1481.800000000003,268.5],[1482.1000000000058,247.60000000000002],[1482.699999999997,228.60000000000002],[1483.800000000003,209.70000000000005],[1485.199999999997,190.5],[1487.0,171.60000000000002],[1491.699999999997,133.89999999999998],[1495.0,112.89999999999998],[1498.5,92.0],[1503.1000000000058,65.70000000000005],[1526.5,69.5],[1540.3999999999942,71.5],[1554.0,73.29999999999995],[1560.800000000003,74.10000000000002],[1567.699999999997,74.70000000000005],[1581.5,75.60000000000002],[1595.3999999999942,75.79999999999995],[1607.300000000003,75.39999999999998],[1619.0,74.29999999999995],[1624.699999999997,73.5],[1630.3999999999942,72.39999999999998],[1636.0,71.0],[1638.6000000000058,70.29999999999995],[1641.199999999997,69.39999999999998],[1646.5,67.5],[1651.6000000000058,65.39999999999998],[1656.5,62.89999999999998],[1661.1000000000058,60.10000000000002],[1665.0,57.200000000000045],[1668.6000000000058,53.89999999999998],[1671.800000000003,50.39999999999998],[1674.5,46.799999999999955],[1676.8999999999942,42.799999999999955],[1679.0,38.5],[1681.0,34.10000000000002],[1688.1000000000058,15.899999999999977],[1692.8999999999942,16.799999999999955],[1695.199999999997,17.299999999999955],[1711.800000000003,20.5],[1728.1000000000058,23.299999999999955],[1744.5,25.899999999999977],[1761.0,28.200000000000045],[1777.699999999997,30.299999999999955],[1794.1000000000058,32.0],[1810.800000000003,33.5],[1819.1000000000058,34.200000000000045],[1827.199999999997,34.700000000000045],[1844.0,35.700000000000045],[1860.6000000000058,36.299999999999955],[1877.199999999997,36.700000000000045],[1893.699999999997,36.799999999999955],[1915.300000000003,36.10000000000002],[1936.8999999999942,34.89999999999998],[1958.3999999999942,33.299999999999955],[1980.199999999997,31.399999999999977],[2023.5,26.5],[2045.0,23.700000000000045],[2066.699999999997,20.700000000000045],[2109.800000000003,14.200000000000045],[2163.699999999997,5.7000000000000455],[2165.199999999997,18.600000000000023],[2165.600000000006,21.299999999999955],[2165.899999999994,23.600000000000023],[2169.0,40.10000000000002],[2172.600000000006,56.60000000000002],[2176.800000000003,73.10000000000002],[2181.300000000003,89.60000000000002],[2186.0,105.89999999999998],[2190.899999999994,122.79999999999995],[2200.5,156.0],[2205.0,173.0],[2209.199999999997,190.10000000000002],[2212.800000000003,207.20000000000005],[2215.899999999994,224.5],[2217.800000000003,239.60000000000002],[2219.199999999997,254.5],[2220.0,269.6],[2220.199999999997,283.29999999999995],[2220.199999999997,296.79999999999995],[2220.0,310.0]]"
L0002,s000176,2,"[[3101.0,1543.0],[3101.0,1595.4],[2964.0,1595.4],[2964.0,1573.2],[2944.5,1573.2],[2927.0,1551.1],[2927.0,1544.1],[2927.899999999994,1543.0],[2942.100000000006,1525.0],[3101.0,1525.0],[3101.0,1543.0]]"
L0002,s000177,2,"[[7686.0,684.0],[7686.0,669.0],[7955.0,669.0],[7955.0,729.6999999999998],[7954.800000000003,732.0],[7954.699999999997,734.1999999999998],[7954.199999999997,736.8000000000002],[7953.5,739.4000000000001],[7952.600000000006,742.0],[7951.5,744.3000000000002],[7950.300000000003,746.5999999999999],[7948.800000000003,749.0],[7947.199999999997,750.9000000000001],[7945.300000000003,752.8000000000002],[7941.699999999997,755.5],[7937.600000000006,757.6999999999998],[7933.399999999994,759.1999999999998],[7929.300000000003,760.4000000000001],[7924.899999999994,761.1999999999998],[7920.899999999994,761.4000000000001],[7917.300000000003,761.5],[7723.699999999997,761.5],[7720.100000000006,761.4000000000001],[7716.0,761.1999999999998],[7711.699999999997,760.4000000000001],[7707.600000000006,759.1999999999998],[7703.300000000003,757.6999999999998],[7699.300000000003,755.5],[7695.600000000006,752.8000000000002],[7693.800000000003,750.9000000000001],[7692.199999999997,749.0],[7690.699999999997,746.5999999999999],[7689.5,744.3000000000002],[7688.399999999994,742.0],[7687.399999999994,739.4000000000001],[7686.800000000003,736.8000000000002],[7686.300000000003,734.1999999999998],[7686.100000000006,732.0],[7686.0,729.6999999999998],[7686.0,684.0]]"
L0002,s000178,2,"[[67.0,1437.0],[57.30000000000291,1439.5],[5.0,1270.1],[19.39999999999418,1264.7],[24.89999999999418,1262.5],[30.10000000000582,1260.4],[38.10000000000582,1257.0],[45.60000000000582,1253.2],[52.69999999999709,1248.8],[56.80000000000291,1245.7],[60.60000000000582,1242.3],[64.10000000000582,1238.6],[66.60000000000582,1235.4],[68.89999999999418,1232.0],[71.0,1228.5],[74.0,1222.3],[76.5,1215.8],[78.5,1209.1],[79.39999999999418,1204.6],[80.19999999999709,1200.1],[80.60000000000582,1195.5],[80.80000000000291,1190.9],[80.80000000000291,1186.0],[80.60000000000582,1181.0],[80.19999999999709,1165.5],[79.80000000000291,1161.7],[79.10000000000582,1156.8],[78.10000000000582,1150.9],[79.19999999999709,1145.1],[80.0,1140.4],[80.5,1136.0],[80.80000000000291,1131.1],[80.80000000000291,1126.2],[80.19999999999709,1102.6],[79.89999999999418,1100.4],[79.19999999999709,1096.0],[79.89999999999418,1091.4],[80.30000000000291,1088.1],[80.60000000000582,1084.6],[80.80000000000291,1080.3],[80.80000000000291,1075.8],[80.60000000000582,1071.0],[80.80000000000291,1065.9],[80.80000000000291,1061.0],[80.60000000000582,1056.4],[80.19999999999709,1051.8],[79.39999999999418,1047.3],[78.5,1042.8],[76.5,1036.1],[74.0,1029.6],[71.0,1023.4],[68.89999999999418,1019.9],[66.60000000000582,1016.5],[64.10000000000582,1013.3],[60.60000000000582,1009.6],[56.80000000000291,1006.2],[52.69999999999709,1003.1],[45.60000000000582,998.7],[38.10000000000582,994.9],[30.10000000000582,991.5],[24.89999999999418,989.4],[19.39999999999418,987.2],[5.100000000005821,981.9],[57.30000000000291,812.4],[67.0,814.9],[98.0,822.9],[113.60000000000582,826.6],[129.39999999999418,830.0],[145.3000000000029,832.9],[161.60000000000582,835.2],[171.3000000000029,836.2],[180.8000000000029,836.8],[190.3000000000029,836.8],[194.89999999999418,836.6],[199.39999999999418,836.1],[203.8000000000029,835.3],[208.10000000000582,834.4],[212.3000000000029,833.1],[216.3000000000029,831.7],[220.1999999999971,829.7],[224.10000000000582,827.4],[227.8000000000029,824.8],[231.3000000000029,822.1],[237.89999999999418,815.5],[238.60000000000582,814.7],[239.3000000000029,813.8],[240.0,812.9],[242.89999999999418,808.8],[245.60000000000582,804.4],[248.0,799.9],[250.3000000000029,795.1],[258.3999999999942,776.9],[263.3000000000029,777.9],[265.0,778.3],[265.5,778.4],[281.6999999999971,781.6],[298.0,784.6],[314.3999999999942,787.2],[330.8000000000029,789.6],[347.3999999999942,791.6],[363.8999999999942,793.4],[380.6000000000058,794.8],[388.8999999999942,795.5],[397.1000000000058,796.0],[413.6000000000058,796.9],[430.5,797.5],[446.8999999999942,797.8],[463.5,797.8],[485.1000000000058,797.0],[506.8000000000029,795.8],[528.3000000000029,794.2],[550.0,792.3],[593.3000000000029,787.4],[614.8999999999942,784.6],[636.6000000000058,781.6],[679.6999999999971,775.1],[733.5,766.7],[735.1000000000058,780.0],[735.3999999999942,782.4],[735.6999999999971,784.7],[737.3999999999942,796.6],[739.5,808.2],[742.0,819.5],[746.5,834.9],[751.8999999999942,850.4],[757.8000000000029,865.6],[763.6999999999971,880.0],[769.6000000000058,895.0],[774.8999999999942,910.2],[779.3000000000029,925.0],[782.8000000000029,940.1],[785.6999999999971,955.1],[786.5,961.0],[787.3000000000029,966.7],[787.8999999999942,972.6],[789.3000000000029,992.2],[789.8000000000029,1011.8],[789.8000000000029,1240.2],[789.3000000000029,1259.7],[787.8999999999942,1279.4],[787.3000000000029,1285.2],[786.5,1291.0],[785.6999999999971,1296.8],[782.8000000000029,1311.9],[779.3000000000029,1326.9],[774.8999999999942,1341.8],[769.5,1357.0],[763.6999999999971,1371.8],[757.8000000000029,1386.3],[751.8999999999942,1401.6],[746.5,1417.0],[742.0,1432.5],[739.5,1443.8],[737.3999999999942,1455.4],[735.6999999999971,1467.2],[735.3999999999942,1469.5],[735.1000000000058,1471.7],[733.5,1485.2],[679.8000000000029,1476.8],[636.6000000000058,1470.4],[614.8999999999942,1467.3],[593.1999999999971,1464.5],[550.0,1459.7],[528.3000000000029,1457.7],[506.6999999999971,1456.1],[485.1000000000058,1454.9],[463.3999999999942,1454.2],[446.8999999999942,1454.2],[430.3999999999942,1454.5],[413.6999999999971,1455.1],[396.8999999999942,1455.9],[388.8999999999942,1456.5],[380.6000000000058,1457.1],[363.8999999999942,1458.5],[347.3999999999942,1460.3],[330.8000000000029,1462.3],[314.3999999999942,1464.7],[297.8999999999942,1467.3],[281.6999999999971,1470.3],[265.5,1473.5],[263.8000000000029,1473.9],[263.1999999999971,1474.0],[258.3999999999942,1475.0],[250.3000000000029,1456.8],[248.0,1452.0],[245.60000000000582,1447.5],[242.89999999999418,1443.1],[240.0,1439.0],[239.3000000000029,1438.1],[238.5,1437.2],[237.89999999999418,1436.4],[231.1999999999971,1429.9],[227.8000000000029,1427.1],[224.10000000000582,1424.5],[220.1999999999971,1422.2],[216.1999999999971,1420.3],[212.3000000000029,1418.8],[208.10000000000582,1417.5],[203.8000000000029,1416.6],[199.3000000000029,1415.8],[194.8000000000029,1415.4],[190.3000000000029,1415.1],[180.8000000000029,1415.1],[171.3000000000029,1415.7],[161.60000000000582,1416.7],[145.3000000000029,1419.0],[129.39999999999418,1421.9],[113.60000000000582,1425.3],[98.0,1429.0],[67.0,1437.0]]"
