下料批次号,零件号,面料号,零件外轮廓线坐标
L0005,s000062,M0005,"[[1000, 1259], [1002, 1260], [1004, 1259], [1017, 1260], [1033, 1262], [1037, 1264], [1039, 1269], [1039, 1332], [1037, 1337], [1007, 1365], [1003, 1367], [999, 1366], [997, 1365], [967, 1337], [965, 1332], [965, 1264], [966, 1260], [969, 1258], [972, 1257]]"
L0005,s000063,M0005,"[[8557, 333], [8572, 333], [8576, 334], [8578, 337], [8579, 340], [8579, 446], [8577, 451], [8553, 474], [8548, 476], [8539, 476], [8534, 474], [8507, 450], [8505, 445], [8505, 340], [8506, 336], [8509, 334], [8512, 333], [8527, 333], [8540, 332], [8544, 332]]"
L0005,s000064,M0005,"[[2852, 1477], [2850, 1511], [2848, 1514], [2845, 1517], [2842, 1517], [2615, 1470], [2611, 1468], [2609, 1464], [2609, 1462], [2615, 1416], [2617, 1412], [2622, 1410], [2625, 1410], [2627, 1388], [2628, 1384], [2634, 1381], [2661, 1380], [2728, 1380], [2737, 1381], [2749, 1381], [2753, 1382], [2764, 1382], [2768, 1383], [2775, 1383], [2778, 1384], [2784, 1384], [2789, 1385], [2796, 1386], [2800, 1386], [2809, 1388], [2816, 1389], [2826, 1390], [2828, 1390], [2837, 1392], [2847, 1393], [2854, 1395], [2857, 1397], [2859, 1403], [2855, 1441], [2855, 1444]]"
L0005,s000065,M0005,"[[9856, 1318], [9854, 1315], [9853, 1312], [9852, 1298], [9853, 1297], [9852, 1295], [9852, 1218], [9853, 1214], [9856, 1212], [9859, 1211], [9951, 1211], [10037, 1212], [10041, 1213], [10043, 1216], [10044, 1219], [10044, 1232], [10043, 1233], [10044, 1235], [10044, 1295], [10045, 1299], [10045, 1312], [10044, 1316], [10041, 1318], [10038, 1319], [9860, 1319]]"
L0005,s000066,M0005,"[[16504, 657], [16506, 660], [16515, 684], [16515, 688], [16513, 691], [16510, 693], [16228, 783], [16224, 783], [16221, 781], [16219, 778], [16212, 754], [16212, 750], [16217, 745], [16497, 655], [16501, 655]]"
L0005,s000067,M0005,"[[1662, 463], [1662, 462], [1667, 460], [1668, 460], [1670, 459], [1671, 459], [1680, 456], [1682, 456], [1685, 455], [1688, 455], [1691, 454], [1692, 454], [1695, 453], [1708, 453], [1710, 452], [1716, 452], [1720, 453], [1739, 453], [1744, 452], [1760, 452], [1763, 451], [1772, 451], [1775, 450], [1780, 450], [1783, 449], [1785, 449], [1790, 448], [1793, 448], [1804, 445], [1807, 444], [1808, 443], [1812, 441], [1813, 440], [1815, 439], [1818, 436], [1820, 435], [1827, 429], [1831, 427], [1835, 428], [1863, 444], [1866, 447], [1867, 451], [1855, 523], [1853, 527], [1848, 529], [1698, 529], [1675, 530], [1661, 532], [1660, 532], [1643, 536], [1639, 536], [1634, 532], [1619, 493], [1619, 488], [1622, 484], [1637, 474], [1641, 473], [1643, 472], [1646, 470], [1648, 469], [1649, 468], [1654, 466], [1660, 463]]"
L0005,s000068,M0005,"[[7653, 1367], [7653, 1375], [7654, 1377], [7654, 1381], [7655, 1383], [7655, 1384], [7657, 1390], [7658, 1392], [7659, 1393], [7661, 1397], [7664, 1402], [7668, 1407], [7670, 1410], [7669, 1414], [7663, 1425], [7651, 1449], [7641, 1471], [7639, 1476], [7635, 1483], [7632, 1490], [7633, 1490], [7632, 1493], [7631, 1495], [7629, 1498], [7629, 1500], [7624, 1510], [7622, 1516], [7616, 1532], [7614, 1538], [7606, 1557], [7596, 1584], [7593, 1588], [7588, 1589], [7539, 1582], [7512, 1580], [7492, 1579], [7446, 1579], [7417, 1580], [7414, 1590], [7412, 1593], [7408, 1595], [7405, 1595], [7402, 1594], [7388, 1591], [7374, 1587], [7363, 1585], [7359, 1584], [7345, 1580], [7331, 1577], [7316, 1573], [7312, 1572], [7306, 1571], [7292, 1567], [7280, 1565], [7248, 1558], [7247, 1558], [7227, 1554], [7222, 1554], [7216, 1553], [7212, 1553], [7207, 1552], [7204, 1552], [7187, 1551], [7167, 1551], [7135, 1553], [7123, 1554], [7115, 1583], [7113, 1586], [7108, 1588], [7093, 1588], [7090, 1589], [6865, 1600], [6862, 1600], [6824, 1598], [6820, 1597], [6817, 1593], [6817, 1313], [6818, 1309], [6821, 1307], [6824, 1306], [6864, 1306], [7167, 1305], [7170, 1305], [7233, 1304], [7352, 1298], [7423, 1295], [7432, 1295], [7446, 1294], [7556, 1294], [7570, 1295], [7582, 1295], [7645, 1298], [7649, 1299], [7651, 1302], [7652, 1305], [7652, 1365]]"
L0005,s000069,M0005,"[[70, 1087], [74, 1088], [77, 1091], [77, 1094], [78, 1134], [77, 1138], [74, 1140], [71, 1141], [29, 1143], [24, 1141], [2, 1120], [0, 1117], [0, 1112], [24, 1088], [29, 1086]]"
L0005,s000070,M0005,"[[4327, 1], [4329, 4], [4330, 7], [4330, 65], [4329, 69], [4326, 71], [4323, 72], [4265, 72], [4261, 71], [4259, 68], [4258, 65], [4258, 7], [4259, 3], [4262, 1], [4265, 0], [4323, 0]]"
L0005,s000071,M0005,"[[9242, 896], [9242, 908], [9243, 910], [9243, 911], [9244, 914], [9244, 919], [9246, 926], [9246, 927], [9248, 929], [9249, 931], [9254, 938], [9259, 944], [9260, 948], [9259, 951], [9251, 965], [9237, 993], [9226, 1017], [9217, 1038], [9216, 1040], [9215, 1043], [9209, 1057], [9208, 1059], [9206, 1064], [9204, 1071], [9202, 1076], [9188, 1114], [9186, 1117], [9182, 1119], [9178, 1118], [9175, 1118], [9172, 1117], [9170, 1117], [9164, 1115], [9162, 1115], [9159, 1114], [9139, 1111], [9121, 1109], [9108, 1107], [9095, 1106], [9028, 1106], [9026, 1114], [9024, 1118], [9020, 1120], [9018, 1120], [8996, 1117], [8994, 1116], [8964, 1110], [8930, 1103], [8896, 1095], [8894, 1094], [8893, 1094], [8864, 1089], [8850, 1087], [8837, 1085], [8817, 1082], [8798, 1081], [8789, 1080], [8765, 1080], [8749, 1081], [8722, 1084], [8719, 1108], [8717, 1112], [8713, 1114], [8704, 1115], [8701, 1115], [8462, 1134], [8460, 1133], [8458, 1134], [8420, 1134], [8416, 1133], [8414, 1130], [8413, 1127], [8414, 1088], [8414, 1085], [8415, 869], [8416, 865], [8419, 863], [8422, 862], [8798, 862], [8835, 860], [8868, 857], [8872, 857], [8890, 856], [8909, 855], [8919, 854], [8927, 853], [8946, 852], [8953, 851], [8968, 851], [8979, 850], [8990, 850], [9001, 849], [9009, 849], [9020, 848], [9038, 848], [9050, 847], [9086, 847], [9094, 846], [9109, 846], [9120, 847], [9164, 847], [9172, 848], [9186, 848], [9198, 849], [9209, 849], [9220, 850], [9235, 851], [9239, 852], [9242, 856], [9242, 858], [9241, 875], [9241, 887]]"
L0005,s000072,M0005,"[[2871, 636], [2871, 641], [2870, 645], [2867, 647], [2865, 648], [2691, 665], [2685, 663], [2657, 638], [2655, 635], [2655, 631], [2657, 628], [2670, 614], [2657, 600], [2655, 596], [2656, 592], [2657, 590], [2685, 565], [2691, 563], [2865, 580], [2868, 582], [2871, 585], [2871, 587], [2870, 605], [2870, 634]]"
L0005,s000073,M0005,"[[16333, 837], [16337, 838], [16339, 841], [16339, 847], [16323, 885], [16324, 885], [16323, 889], [16321, 895], [16320, 896], [16319, 898], [16319, 899], [16318, 901], [16318, 903], [16317, 906], [16316, 908], [16316, 911], [16315, 914], [16315, 917], [16314, 920], [16314, 923], [16313, 927], [16313, 929], [16312, 934], [16311, 938], [16311, 945], [16310, 951], [16310, 954], [16308, 990], [16307, 994], [16304, 996], [16301, 997], [16240, 996], [16236, 995], [16233, 992], [16233, 988], [16257, 842], [16259, 838], [16264, 836]]"
L0005,s000074,M0005,"[[3414, 1019], [3416, 1030], [3419, 1040], [3424, 1057], [3429, 1071], [3430, 1073], [3432, 1079], [3432, 1083], [3433, 1088], [3433, 1091], [3435, 1104], [3437, 1113], [3439, 1121], [3443, 1135], [3443, 1136], [3445, 1142], [3445, 1146], [3446, 1151], [3445, 1153], [3446, 1155], [3447, 1171], [3449, 1197], [3452, 1215], [3455, 1234], [3459, 1255], [3459, 1256], [3471, 1292], [3471, 1296], [3469, 1299], [3465, 1301], [3280, 1330], [3277, 1331], [3266, 1332], [3249, 1336], [3247, 1336], [3244, 1337], [3242, 1338], [3239, 1339], [3236, 1341], [3233, 1342], [3223, 1352], [3222, 1354], [3221, 1355], [3221, 1356], [3219, 1358], [3219, 1359], [3218, 1360], [3217, 1362], [3217, 1365], [3215, 1371], [3214, 1372], [3214, 1376], [3212, 1382], [3212, 1384], [3211, 1386], [3211, 1391], [3210, 1394], [3210, 1398], [3209, 1401], [3209, 1431], [3210, 1440], [3210, 1456], [3211, 1464], [3211, 1472], [3212, 1476], [3211, 1480], [3209, 1483], [3205, 1484], [3202, 1484], [3184, 1477], [3167, 1469], [3149, 1462], [3132, 1454], [3118, 1448], [3100, 1441], [3086, 1435], [3047, 1420], [3043, 1419], [3036, 1416], [3030, 1414], [3026, 1413], [3020, 1411], [2999, 1405], [2993, 1403], [2992, 1403], [2983, 1400], [2980, 1400], [2977, 1399], [2975, 1398], [2973, 1398], [2968, 1397], [2961, 1395], [2955, 1394], [2920, 1387], [2886, 1381], [2884, 1381], [2866, 1379], [2846, 1378], [2807, 1376], [2641, 1368], [2558, 1365], [2477, 1363], [2426, 1363], [2375, 1362], [2274, 1363], [2270, 1362], [2268, 1359], [2267, 1356], [2266, 1117], [2267, 1113], [2270, 1111], [2273, 1110], [2374, 1111], [2477, 1111], [2525, 1110], [2574, 1109], [2672, 1105], [2856, 1093], [2885, 1091], [2887, 1091], [2926, 1087], [2958, 1083], [2989, 1077], [3017, 1072], [3028, 1069], [3042, 1066], [3052, 1064], [3068, 1060], [3082, 1057], [3095, 1054], [3096, 1053], [3108, 1050], [3122, 1047], [3135, 1044], [3145, 1041], [3148, 1040], [3162, 1037], [3175, 1034], [3180, 1033], [3186, 1031], [3191, 1030], [3195, 1029], [3196, 1028], [3209, 1025], [3215, 1023], [3219, 1023], [3221, 1022], [3226, 1021], [3232, 1020], [3240, 1018], [3245, 1017], [3251, 1016], [3254, 1015], [3256, 1015], [3261, 1014], [3270, 1012], [3273, 1012], [3283, 1010], [3297, 1008], [3310, 1005], [3323, 1003], [3324, 1003], [3337, 1001], [3347, 1000], [3350, 999], [3355, 998], [3362, 998], [3367, 997], [3373, 996], [3378, 996], [3383, 995], [3392, 994], [3403, 993], [3407, 994], [3410, 996], [3411, 999], [3412, 1006], [3412, 1009]]"
L0005,s000075,M0005,"[[16526, 692], [16528, 695], [16537, 719], [16537, 723], [16535, 726], [16532, 728], [16250, 818], [16246, 818], [16243, 816], [16241, 813], [16234, 789], [16234, 785], [16239, 780], [16519, 690], [16523, 690]]"
L0005,s000076,M0005,"[[16535, 398], [16537, 401], [16545, 425], [16545, 429], [16543, 432], [16540, 434], [16258, 524], [16254, 524], [16251, 522], [16249, 519], [16242, 496], [16242, 492], [16247, 487], [16528, 396], [16532, 396]]"
L0005,s000077,M0005,"[[16534, 440], [16536, 443], [16544, 467], [16544, 471], [16542, 474], [16539, 476], [16257, 566], [16253, 566], [16250, 564], [16248, 561], [16241, 537], [16241, 533], [16246, 528], [16527, 438], [16531, 438]]"
L0005,s000078,M0005,"[[2801, 19], [2804, 20], [2807, 24], [2807, 26], [2799, 198], [2798, 202], [2794, 205], [2699, 205], [2694, 203], [2678, 187], [2676, 182], [2686, 18], [2687, 14], [2691, 11], [2694, 11]]"
L0005,s000079,M0005,"[[1429, 522], [1433, 525], [1434, 530], [1432, 544], [1432, 545], [1431, 547], [1432, 550], [1432, 551], [1434, 566], [1433, 570], [1429, 574], [1365, 596], [1361, 596], [1359, 595], [1330, 574], [1327, 570], [1327, 566], [1328, 564], [1339, 548], [1328, 532], [1327, 528], [1328, 524], [1330, 522], [1359, 501], [1363, 500], [1365, 500]]"
L0005,s000080,M0005,"[[5387, 119], [5386, 120], [5385, 122], [5384, 123], [5382, 127], [5382, 129], [5381, 132], [5380, 134], [5380, 137], [5378, 143], [5378, 144], [5377, 146], [5377, 157], [5376, 160], [5376, 173], [5377, 179], [5378, 188], [5378, 190], [5376, 200], [5374, 204], [5370, 206], [5368, 206], [5309, 199], [5279, 195], [5251, 192], [5249, 192], [5221, 191], [5173, 190], [5134, 189], [5127, 189], [5082, 190], [5079, 190], [5047, 192], [5044, 193], [5012, 195], [5010, 195], [4955, 201], [4953, 201], [4911, 212], [4907, 212], [4903, 209], [4902, 206], [4867, 42], [4867, 38], [4870, 35], [4872, 34], [4914, 22], [4917, 22], [5031, 3], [5034, 2], [5041, 1], [5045, 2], [5049, 6], [5057, 33], [5095, 26], [5137, 19], [5140, 19], [5175, 14], [5198, 11], [5222, 9], [5230, 8], [5250, 6], [5255, 6], [5260, 5], [5271, 4], [5281, 4], [5289, 3], [5321, 1], [5353, 0], [5383, 0], [5385, 1], [5387, 0], [5448, 0], [5503, 1], [5507, 2], [5510, 5], [5510, 23], [5509, 27], [5507, 29], [5471, 53], [5442, 74], [5422, 88], [5404, 101], [5403, 101], [5388, 116]]"
L0005,s000081,M0005,"[[15295, 1583], [15291, 1582], [15288, 1578], [15286, 1569], [15286, 1566], [15307, 1451], [15309, 1447], [15313, 1445], [15337, 1443], [15340, 1443], [15348, 1446], [15380, 1452], [15390, 1454], [15394, 1456], [15396, 1460], [15396, 1462], [15373, 1592], [15371, 1596], [15367, 1598], [15357, 1600], [15352, 1599], [15326, 1580], [15320, 1583]]"
L0005,s000082,M0005,"[[3197, 508], [3211, 508], [3215, 509], [3223, 509], [3230, 510], [3243, 510], [3246, 511], [3252, 511], [3288, 514], [3296, 515], [3300, 516], [3302, 519], [3303, 523], [3302, 531], [3302, 539], [3301, 546], [3300, 554], [3300, 562], [3299, 569], [3298, 577], [3298, 585], [3297, 591], [3295, 595], [3292, 597], [3290, 597], [3055, 581], [3051, 580], [3048, 576], [3048, 574], [3050, 543], [3051, 539], [3055, 536], [3060, 536], [3062, 515], [3063, 512], [3069, 509], [3097, 507], [3099, 508], [3100, 507], [3189, 507]]"
L0005,s000083,M0005,"[[10378, 1519], [10380, 1522], [10381, 1525], [10381, 1593], [10380, 1597], [10377, 1599], [10374, 1600], [10178, 1600], [10174, 1599], [10172, 1596], [10171, 1593], [10171, 1525], [10172, 1521], [10175, 1519], [10178, 1518], [10374, 1518]]"
L0005,s000084,M0005,"[[10196, 1390], [10196, 1397], [10197, 1399], [10197, 1403], [10198, 1405], [10198, 1407], [10199, 1409], [10199, 1410], [10202, 1415], [10203, 1416], [10205, 1419], [10206, 1420], [10213, 1428], [10215, 1432], [10214, 1437], [10207, 1448], [10193, 1475], [10191, 1477], [10189, 1482], [10181, 1496], [10175, 1510], [10171, 1518], [10165, 1532], [10165, 1533], [10164, 1534], [10163, 1538], [10162, 1539], [10159, 1546], [10156, 1552], [10143, 1588], [10141, 1591], [10135, 1592], [10128, 1590], [10108, 1587], [10070, 1581], [10058, 1580], [10056, 1580], [10037, 1579], [10013, 1578], [9996, 1579], [9993, 1589], [9991, 1592], [9987, 1594], [9984, 1594], [9962, 1588], [9959, 1588], [9928, 1580], [9893, 1571], [9858, 1564], [9856, 1563], [9855, 1563], [9833, 1558], [9813, 1554], [9812, 1553], [9807, 1553], [9804, 1552], [9797, 1552], [9794, 1551], [9793, 1551], [9782, 1550], [9773, 1549], [9752, 1549], [9732, 1550], [9688, 1553], [9684, 1580], [9682, 1584], [9678, 1586], [9670, 1587], [9666, 1587], [9469, 1600], [9466, 1600], [9428, 1599], [9424, 1598], [9421, 1595], [9421, 1548], [9422, 1547], [9421, 1545], [9421, 1346], [9422, 1342], [9425, 1340], [9428, 1339], [9465, 1338], [9785, 1338], [9816, 1336], [9845, 1334], [9891, 1329], [9931, 1326], [9943, 1326], [9957, 1325], [9974, 1325], [9986, 1324], [10000, 1324], [10006, 1323], [10083, 1323], [10092, 1324], [10113, 1324], [10119, 1325], [10136, 1325], [10145, 1326], [10153, 1326], [10162, 1327], [10177, 1328], [10188, 1329], [10192, 1330], [10194, 1333], [10195, 1336], [10195, 1387]]"
L0005,s000085,M0005,"[[9245, 632], [9245, 635], [9246, 638], [9246, 644], [9247, 646], [9247, 649], [9248, 651], [9248, 652], [9249, 654], [9249, 656], [9250, 657], [9251, 660], [9253, 662], [9254, 664], [9256, 666], [9256, 667], [9257, 667], [9264, 674], [9266, 678], [9265, 682], [9264, 684], [9263, 685], [9260, 690], [9256, 698], [9253, 705], [9245, 719], [9245, 720], [9241, 727], [9238, 734], [9231, 748], [9229, 754], [9228, 756], [9226, 759], [9225, 760], [9224, 762], [9222, 767], [9219, 774], [9218, 776], [9216, 782], [9210, 796], [9200, 821], [9194, 834], [9191, 837], [9187, 838], [9176, 837], [9152, 835], [9133, 833], [9077, 833], [9053, 835], [9043, 836], [9040, 845], [9038, 848], [9034, 850], [9031, 850], [8995, 842], [8937, 830], [8913, 826], [8911, 825], [8893, 823], [8877, 821], [8872, 820], [8867, 820], [8862, 819], [8858, 819], [8854, 818], [8834, 818], [8830, 817], [8808, 818], [8790, 819], [8787, 819], [8768, 820], [8753, 821], [8751, 843], [8749, 846], [8745, 849], [8738, 850], [8735, 850], [8520, 861], [8517, 861], [8480, 859], [8476, 858], [8473, 854], [8473, 592], [8474, 588], [8477, 586], [8480, 585], [8825, 585], [8858, 583], [8906, 580], [8975, 575], [8983, 574], [8996, 574], [9008, 573], [9014, 573], [9027, 572], [9041, 572], [9054, 571], [9104, 571], [9109, 570], [9111, 570], [9115, 571], [9171, 571], [9177, 572], [9189, 572], [9202, 573], [9226, 573], [9236, 574], [9240, 575], [9242, 578], [9243, 581], [9244, 598], [9244, 620]]"
L0005,s000086,M0005,"[[10460, 1515], [10462, 1518], [10463, 1521], [10463, 1589], [10462, 1593], [10459, 1595], [10456, 1596], [10388, 1596], [10384, 1595], [10382, 1592], [10381, 1589], [10381, 1521], [10382, 1517], [10385, 1515], [10388, 1514], [10456, 1514]]"
L0005,s000087,M0005,"[[8505, 443], [8505, 447], [8506, 449], [8506, 453], [8510, 463], [8511, 466], [8515, 471], [8520, 477], [8522, 480], [8521, 485], [8515, 495], [8503, 518], [8493, 540], [8490, 544], [8487, 551], [8485, 557], [8484, 559], [8482, 562], [8482, 563], [8480, 567], [8477, 575], [8474, 581], [8474, 582], [8471, 590], [8468, 597], [8465, 603], [8458, 622], [8448, 647], [8445, 651], [8440, 652], [8420, 649], [8394, 646], [8368, 644], [8349, 643], [8335, 642], [8305, 642], [8278, 643], [8275, 653], [8273, 656], [8269, 658], [8266, 658], [8257, 656], [8245, 653], [8234, 651], [8225, 648], [8223, 648], [8212, 645], [8200, 642], [8189, 639], [8178, 637], [8166, 634], [8155, 631], [8144, 629], [8143, 628], [8139, 628], [8135, 627], [8130, 626], [8126, 625], [8116, 623], [8112, 622], [8110, 622], [8107, 621], [8103, 620], [8098, 620], [8094, 619], [8089, 618], [8088, 618], [8084, 617], [8080, 617], [8077, 616], [8070, 616], [8066, 615], [8050, 615], [8034, 614], [8031, 614], [7999, 616], [7987, 617], [7979, 646], [7977, 649], [7972, 651], [7957, 652], [7954, 652], [7729, 663], [7728, 662], [7726, 663], [7688, 662], [7684, 661], [7681, 658], [7681, 389], [7682, 385], [7685, 383], [7688, 382], [7728, 382], [8031, 381], [8034, 381], [8097, 380], [8216, 373], [8287, 371], [8304, 371], [8321, 370], [8406, 370], [8423, 371], [8437, 371], [8497, 374], [8501, 375], [8503, 378], [8504, 381], [8504, 441]]"
L0005,s000088,M0005,"[[112, 817], [110, 814], [109, 811], [109, 713], [90, 713], [86, 712], [84, 709], [83, 706], [90, 474], [91, 470], [94, 467], [97, 467], [134, 466], [137, 466], [195, 465], [224, 465], [252, 466], [268, 467], [287, 467], [302, 468], [307, 468], [326, 469], [346, 470], [365, 471], [381, 471], [381, 466], [382, 462], [385, 460], [389, 459], [404, 462], [406, 463], [407, 463], [410, 464], [414, 464], [417, 465], [421, 465], [425, 466], [427, 466], [430, 467], [439, 467], [442, 468], [455, 468], [468, 469], [482, 469], [491, 468], [501, 468], [545, 462], [559, 460], [565, 458], [568, 458], [574, 457], [581, 455], [582, 455], [590, 454], [594, 453], [598, 454], [600, 455], [601, 456], [603, 461], [603, 465], [604, 467], [604, 469], [605, 471], [605, 473], [606, 474], [606, 475], [608, 478], [609, 481], [609, 482], [612, 485], [612, 486], [613, 486], [616, 489], [618, 490], [619, 491], [622, 492], [622, 493], [624, 493], [625, 494], [627, 495], [629, 495], [631, 496], [637, 497], [638, 498], [640, 497], [647, 498], [655, 498], [657, 499], [663, 499], [666, 498], [679, 498], [682, 497], [690, 497], [693, 496], [694, 496], [705, 495], [714, 493], [716, 492], [729, 489], [744, 485], [759, 480], [759, 481], [772, 475], [775, 473], [776, 473], [781, 471], [786, 468], [789, 466], [791, 465], [794, 464], [798, 461], [800, 460], [802, 460], [802, 459], [808, 456], [813, 453], [816, 451], [820, 450], [824, 451], [826, 453], [829, 458], [830, 460], [831, 461], [833, 466], [839, 475], [842, 480], [843, 483], [847, 491], [849, 494], [850, 497], [852, 501], [855, 506], [856, 508], [857, 512], [860, 517], [863, 523], [863, 524], [865, 529], [878, 561], [881, 570], [884, 577], [885, 580], [886, 582], [887, 585], [897, 605], [898, 609], [896, 613], [894, 614], [858, 629], [854, 640], [910, 753], [911, 757], [909, 761], [904, 763], [902, 763], [885, 767], [868, 770], [850, 773], [833, 777], [827, 778], [816, 780], [798, 783], [791, 784], [784, 786], [779, 787], [776, 787], [766, 789], [755, 791], [738, 793], [721, 796], [720, 796], [703, 799], [696, 800], [692, 801], [688, 801], [668, 804], [663, 805], [660, 805], [646, 807], [635, 808], [628, 809], [625, 809], [614, 810], [594, 812], [593, 812], [582, 813], [572, 814], [558, 815], [521, 817], [488, 818], [116, 818]]"
L0005,s000089,M0005,"[[5403, 197], [5398, 199], [5394, 200], [5390, 198], [5389, 196], [5377, 174], [5376, 170], [5377, 167], [5382, 160], [5383, 158], [5399, 142], [5400, 142], [5400, 141], [5402, 139], [5406, 137], [5408, 135], [5412, 133], [5415, 131], [5418, 130], [5423, 128], [5426, 127], [5428, 127], [5430, 126], [5432, 126], [5435, 125], [5445, 125], [5448, 124], [5563, 126], [5567, 127], [5570, 130], [5570, 133], [5569, 187], [5568, 191], [5565, 194], [5421, 194], [5417, 195], [5410, 195]]"
L0005,s000090,M0005,"[[8414, 924], [8413, 928], [8410, 930], [8408, 931], [8392, 933], [8371, 935], [8350, 938], [8330, 940], [8317, 941], [8309, 942], [8267, 946], [8266, 946], [8259, 947], [8243, 949], [8234, 949], [8218, 951], [8209, 951], [8193, 953], [8184, 953], [8176, 954], [8168, 954], [8160, 955], [8151, 955], [8143, 956], [8126, 956], [8118, 957], [8089, 957], [8065, 958], [8040, 958], [7990, 956], [7939, 956], [7917, 955], [7893, 954], [7876, 953], [7872, 952], [7845, 950], [7829, 947], [7812, 945], [7805, 944], [7804, 944], [7797, 942], [7791, 941], [7784, 940], [7782, 940], [7775, 938], [7771, 937], [7768, 937], [7761, 935], [7754, 934], [7745, 931], [7741, 930], [7734, 929], [7727, 927], [7724, 926], [7712, 923], [7710, 922], [7701, 919], [7697, 917], [7696, 917], [7692, 916], [7686, 914], [7685, 913], [7675, 908], [7671, 907], [7668, 905], [7666, 904], [7662, 900], [7660, 899], [7659, 898], [7657, 897], [7654, 895], [7647, 888], [7647, 887], [7644, 884], [7643, 882], [7641, 880], [7639, 876], [7638, 875], [7637, 872], [7637, 871], [7636, 870], [7634, 865], [7634, 864], [7633, 861], [7633, 859], [7632, 857], [7631, 854], [7612, 855], [7608, 854], [7606, 851], [7605, 847], [7616, 694], [7617, 691], [7623, 688], [7661, 686], [7664, 686], [7704, 684], [7756, 682], [7786, 682], [7815, 683], [7863, 683], [7910, 686], [7910, 682], [7911, 678], [7915, 675], [7920, 676], [7926, 677], [7932, 677], [7938, 678], [7943, 679], [7948, 679], [7951, 680], [7956, 681], [7966, 681], [7969, 682], [7981, 682], [7984, 683], [7999, 683], [8002, 682], [8010, 682], [8021, 681], [8029, 680], [8031, 680], [8049, 677], [8068, 673], [8108, 664], [8115, 662], [8125, 660], [8134, 658], [8138, 657], [8153, 654], [8162, 652], [8170, 650], [8174, 651], [8177, 653], [8178, 656], [8180, 666], [8182, 674], [8183, 675], [8185, 678], [8186, 680], [8189, 683], [8191, 686], [8193, 688], [8201, 692], [8201, 691], [8208, 693], [8213, 694], [8215, 694], [8224, 695], [8235, 696], [8245, 696], [8267, 694], [8279, 692], [8289, 690], [8291, 689], [8304, 686], [8318, 682], [8323, 680], [8326, 679], [8328, 679], [8331, 677], [8334, 676], [8335, 675], [8339, 674], [8341, 673], [8346, 671], [8352, 668], [8357, 666], [8360, 664], [8372, 658], [8373, 657], [8375, 656], [8378, 654], [8383, 651], [8386, 649], [8390, 648], [8394, 649], [8396, 651], [8398, 654], [8406, 670], [8408, 673], [8409, 674], [8408, 674], [8411, 678], [8412, 681], [8414, 685], [8414, 686], [8416, 689], [8417, 691], [8417, 692], [8419, 695], [8420, 697], [8420, 699], [8422, 702], [8423, 704], [8423, 705], [8425, 708], [8425, 709], [8427, 714], [8428, 717], [8428, 720], [8430, 723], [8433, 732], [8433, 733], [8434, 734], [8436, 739], [8437, 740], [8439, 749], [8442, 757], [8442, 758], [8443, 761], [8449, 776], [8452, 784], [8453, 788], [8455, 792], [8458, 801], [8461, 809], [8464, 816], [8464, 820], [8462, 823], [8458, 825], [8449, 826], [8424, 830], [8413, 882], [8413, 884]]"
L0005,s000091,M0005,"[[11891, 359], [11892, 364], [11893, 367], [11893, 378], [11892, 381], [11892, 385], [11891, 388], [11890, 390], [11890, 392], [11889, 395], [11888, 397], [11888, 399], [11886, 404], [11885, 405], [11884, 407], [11883, 410], [11882, 411], [11882, 412], [11881, 414], [11880, 417], [11878, 419], [11877, 421], [11876, 422], [11875, 425], [11874, 426], [11874, 427], [11871, 430], [11871, 431], [11861, 441], [11860, 441], [11860, 442], [11857, 444], [11854, 447], [11851, 449], [11849, 451], [11847, 452], [11846, 453], [11841, 455], [11839, 457], [11836, 459], [11834, 460], [11833, 460], [11821, 465], [11819, 467], [11811, 470], [11801, 474], [11783, 480], [11754, 489], [11738, 495], [11737, 495], [11735, 496], [11730, 497], [11727, 498], [11722, 500], [11720, 501], [11719, 502], [11716, 504], [11715, 504], [11715, 505], [11714, 506], [11713, 506], [11713, 507], [11709, 511], [11709, 512], [11707, 514], [11706, 516], [11705, 517], [11702, 525], [11699, 528], [11695, 529], [11659, 525], [11612, 519], [11609, 519], [11589, 517], [11568, 516], [11544, 514], [11519, 513], [11477, 512], [11434, 513], [11418, 513], [11382, 514], [11378, 515], [11355, 516], [11327, 518], [11298, 520], [11261, 525], [11259, 526], [11218, 538], [11214, 538], [11209, 533], [11207, 525], [11203, 505], [11195, 473], [11194, 465], [11187, 437], [11186, 429], [11182, 413], [11181, 405], [11178, 393], [11176, 382], [11173, 370], [11172, 363], [11170, 350], [11166, 330], [11163, 313], [11164, 309], [11166, 306], [11168, 305], [11209, 294], [11210, 294], [11212, 293], [11252, 283], [11329, 266], [11333, 266], [11337, 269], [11338, 271], [11348, 302], [11391, 294], [11465, 282], [11495, 279], [11523, 276], [11525, 277], [11526, 276], [11572, 272], [11595, 271], [11619, 269], [11656, 268], [11691, 267], [11693, 268], [11695, 267], [11727, 267], [11764, 268], [11801, 268], [11840, 270], [11844, 271], [11846, 274], [11847, 277], [11847, 289], [11852, 293], [11860, 302], [11862, 304], [11863, 306], [11866, 309], [11867, 311], [11868, 312], [11869, 314], [11872, 317], [11874, 321], [11877, 325], [11877, 326], [11881, 332], [11882, 334], [11883, 338], [11886, 344]]"
