下料批次号,零件名,面料号,零件外轮廓线坐标
L0003,s000161,M0003,"[[15202.0, 973.0], [14889.399999999994, 956.5], [14890.699999999997, 931.5], [15203.300000000003, 948.0999999999999], [15202.0, 973.0]]"
L0003,s000162,M0003,"[[15647.0, 514.0], [15592.800000000003, 521.5], [15622.100000000006, 380.8000000000002], [15674.800000000003, 380.6999999999998], [15647.0, 514.0]]"
L0003,s000163,M0003,"[[11419.0, 925.0], [11438.100000000006, 925.6], [11457.699999999997, 926.4], [11477.800000000003, 927.4], [11498.0, 928.6], [11519.0, 930.0], [11540.0, 931.7], [11559.600000000006, 933.3], [11578.899999999994, 935.1], [11586.699999999997, 935.9], [11594.600000000006, 936.8], [11602.600000000006, 937.7], [11610.899999999994, 938.6], [11616.699999999997, 936.6], [11623.199999999997, 938.0], [11629.399999999994, 939.3], [11641.600000000006, 941.8], [11649.399999999994, 943.5], [11657.399999999994, 945.1], [11673.5, 948.0], [11679.600000000006, 949.0], [11685.699999999997, 949.7], [11690.5, 950.2], [11695.300000000003, 950.5], [11705.0, 950.9000000000001], [11715.399999999994, 951.0999999999999], [11724.800000000003, 950.9000000000001], [11725.800000000003, 950.9000000000001], [11732.100000000006, 950.5], [11738.300000000003, 950.0], [11750.699999999997, 948.6], [11765.100000000006, 946.8], [11779.399999999994, 944.6], [11794.0, 942.1], [11808.600000000006, 939.4], [11823.899999999994, 936.4], [11831.399999999994, 935.0], [11838.699999999997, 933.6], [11843.5, 932.7], [11848.300000000003, 931.8], [11853.300000000003, 931.0], [11858.699999999997, 930.0], [11860.0, 934.2], [11861.399999999994, 938.5], [11862.899999999994, 942.1], [11864.699999999997, 945.5], [11866.399999999994, 948.5], [11868.399999999994, 951.2], [11870.800000000003, 954.0], [11873.399999999994, 956.7], [11874.800000000003, 958.0], [11876.199999999997, 959.0999999999999], [11878.699999999997, 960.5999999999999], [11881.300000000003, 961.8], [11883.5, 962.7], [11885.800000000003, 963.4000000000001], [11888.100000000006, 963.9000000000001], [11890.5, 964.4000000000001], [11895.899999999994, 965.0999999999999], [11901.300000000003, 965.5], [11908.300000000003, 965.5], [11915.300000000003, 965.2], [11921.5, 964.5], [11927.600000000006, 963.5], [11935.5, 961.9000000000001], [11943.300000000003, 959.9000000000001], [11951.600000000006, 957.4000000000001], [11959.699999999997, 954.5], [11968.800000000003, 951.0999999999999], [11977.699999999997, 947.5], [11990.0, 942.0], [12002.0, 936.4], [12009.199999999997, 933.0], [12016.5, 929.3], [12020.800000000003, 927.2], [12025.199999999997, 924.9], [12029.600000000006, 922.6], [12033.800000000003, 920.4], [12037.899999999994, 918.2], [12041.699999999997, 916.2], [12045.0, 914.3], [12047.899999999994, 912.7], [12048.899999999994, 912.1], [12050.0, 911.5], [12050.699999999997, 911.1], [12051.5, 910.6], [12052.5, 910.0], [12053.699999999997, 909.3], [12055.300000000003, 912.5], [12056.899999999994, 915.5], [12059.800000000003, 921.3], [12061.800000000003, 925.5], [12063.800000000003, 929.8], [12067.699999999997, 938.7], [12068.399999999994, 940.4], [12072.300000000003, 949.7], [12076.699999999997, 960.5999999999999], [12084.600000000006, 980.4000000000001], [12093.100000000006, 1002.7], [12096.899999999994, 1012.4000000000001], [12100.199999999997, 1020.5999999999999], [12100.699999999997, 1022.0999999999999], [12103.399999999994, 1028.6], [12106.100000000006, 1035.1], [12108.800000000003, 1041.4], [12111.399999999994, 1047.5], [12108.199999999997, 1048.2], [12105.300000000003, 1048.8], [12102.699999999997, 1049.3], [12100.199999999997, 1049.8], [12094.899999999994, 1050.9], [12089.399999999994, 1052.1], [12083.699999999997, 1053.3], [12078.100000000006, 1054.7], [12075.699999999997, 1055.3], [12073.300000000003, 1056.1], [12071.100000000006, 1057.2], [12069.100000000006, 1058.5], [12067.100000000006, 1060.2], [12065.399999999994, 1062.2], [12064.5, 1063.5], [12063.800000000003, 1065.0], [12062.699999999997, 1068.0], [12062.199999999997, 1069.8], [12061.800000000003, 1071.2], [12061.199999999997, 1074.6], [12059.300000000003, 1085.3], [12058.399999999994, 1090.6], [12057.5, 1095.9], [12056.699999999997, 1101.0], [12056.0, 1105.8], [12055.199999999997, 1110.3], [12054.600000000006, 1114.4], [12052.300000000003, 1156.1], [12045.300000000003, 1157.0], [12037.899999999994, 1158.0], [12030.100000000006, 1158.9], [12022.100000000006, 1159.9], [12013.899999999994, 1161.0], [12005.399999999994, 1162.0], [11996.699999999997, 1163.1], [11987.899999999994, 1164.1], [11969.899999999994, 1166.3], [11951.699999999997, 1168.4], [11933.5, 1170.5], [11915.699999999997, 1172.5], [11902.5, 1173.9], [11889.5, 1175.2], [11863.800000000003, 1177.6], [11845.100000000006, 1179.0], [11825.5, 1180.2], [11807.600000000006, 1180.8], [11789.5, 1181.1], [11767.600000000006, 1180.9], [11756.699999999997, 1180.7], [11745.899999999994, 1180.2], [11737.100000000006, 1179.7], [11728.199999999997, 1179.1], [11719.199999999997, 1178.4], [11709.800000000003, 1177.7], [11709.600000000006, 1173.4], [11682.0, 1173.1], [11654.399999999994, 1172.5], [11640.5, 1172.0], [11626.5, 1171.3], [11612.600000000006, 1170.5], [11598.699999999997, 1169.5], [11584.699999999997, 1168.3], [11570.699999999997, 1167.0], [11555.100000000006, 1165.6], [11547.300000000003, 1164.7], [11539.600000000006, 1163.8], [11531.199999999997, 1162.5], [11522.899999999994, 1161.1], [11506.399999999994, 1158.0], [11487.899999999994, 1154.3], [11478.600000000006, 1152.3], [11469.5, 1150.1], [11461.600000000006, 1148.1], [11453.699999999997, 1145.9], [11438.0, 1141.3], [11427.100000000006, 1137.9], [11416.300000000003, 1134.2], [11407.5, 1130.8], [11398.600000000006, 1127.3], [11394.600000000006, 1125.6], [11390.600000000006, 1123.8], [11386.600000000006, 1121.8], [11382.800000000003, 1119.7], [11377.899999999994, 1116.4], [11373.100000000006, 1112.9], [11370.100000000006, 1110.6], [11367.199999999997, 1108.1], [11365.600000000006, 1106.3], [11364.100000000006, 1104.3], [11361.5, 1100.1], [11359.199999999997, 1095.8], [11357.300000000003, 1091.4], [11356.300000000003, 1088.5], [11355.300000000003, 1085.4], [11353.699999999997, 1079.2], [11352.600000000006, 1074.5], [11351.800000000003, 1070.0], [11351.600000000006, 1067.8], [11351.600000000006, 1066.6], [11351.5, 1065.2], [11323.399999999994, 1064.4], [11338.600000000006, 922.3], [11349.300000000003, 922.7], [11360.199999999997, 923.0], [11382.399999999994, 923.8], [11398.100000000006, 924.3], [11418.5, 925.0], [11419.0, 925.0]]"
L0003,s000164,M0003,"[[14817.0, 1381.0], [14817.0, 1449.0], [14615.800000000003, 1449.0], [14615.800000000003, 1381.0], [14817.0, 1381.0]]"
L0003,s000165,M0003,"[[15892.0, 1533.0], [15892.0, 1593.0], [15759.0, 1593.0], [15759.0, 1533.0], [15892.0, 1533.0]]"
L0003,s000166,M0003,"[[4003.0, 1434.0], [4003.100000000006, 1435.2], [4003.300000000003, 1436.3], [4003.5, 1438.3], [4003.699999999997, 1440.0], [4003.899999999994, 1441.6], [4004.199999999997, 1443.8], [4004.5, 1446.1], [4004.699999999997, 1448.5], [4005.0, 1451.0], [4005.699999999997, 1456.1], [4006.399999999994, 1461.1], [4007.300000000003, 1466.8], [4008.199999999997, 1472.4], [4009.800000000003, 1482.9], [4011.399999999994, 1493.3], [4012.300000000003, 1498.7], [4013.199999999997, 1504.2], [4014.100000000006, 1509.8], [4014.899999999994, 1515.4], [4015.199999999997, 1518.1], [4015.600000000006, 1520.7], [4015.899999999994, 1523.2], [4016.199999999997, 1525.6], [4016.199999999997, 1575.6], [4015.0, 1575.8], [4012.800000000003, 1576.2], [4011.800000000003, 1576.3], [4010.0, 1576.6], [4008.300000000003, 1576.9], [4006.199999999997, 1577.3], [4004.0, 1577.7], [3999.399999999994, 1578.5], [3994.600000000006, 1579.3], [3989.899999999994, 1580.2], [3986.399999999994, 1580.9], [3982.899999999994, 1581.5], [3976.100000000006, 1582.8], [3971.399999999994, 1583.6], [3966.800000000003, 1584.3], [3961.399999999994, 1585.0], [3956.100000000006, 1585.7], [3945.399999999994, 1586.9], [3934.300000000003, 1588.2], [3928.699999999997, 1588.7], [3923.0, 1589.2], [3915.5, 1589.7], [3907.899999999994, 1590.1], [3903.0, 1590.4], [3894.100000000006, 1590.9], [3883.600000000006, 1591.4], [3873.199999999997, 1591.9], [3852.399999999994, 1592.5], [3842.199999999997, 1592.6], [3792.199999999997, 1592.6], [3786.300000000003, 1592.5], [3780.300000000003, 1592.3], [3774.399999999994, 1592.1], [3768.5, 1591.7], [3761.399999999994, 1591.1], [3754.399999999994, 1590.6], [3746.199999999997, 1589.8], [3738.199999999997, 1589.0], [3735.0, 1585.2], [3733.199999999997, 1583.3], [3731.5, 1581.3], [3726.800000000003, 1576.6], [3724.5, 1574.6], [3722.199999999997, 1572.7], [3718.699999999997, 1570.1], [3715.0, 1567.8], [3710.600000000006, 1565.2], [3706.100000000006, 1562.9], [3701.300000000003, 1560.5], [3699.5, 1559.7], [3699.5, 1509.7], [3708.0, 1497.3], [3953.0, 1434.0], [4003.0, 1434.0]]"
L0003,s000167,M0003,"[[16507.0, 928.0], [16521.600000000006, 1099.5], [16500.0, 1104.0], [16495.800000000003, 1104.9], [16492.800000000003, 1105.6], [16489.5, 1106.1999999999998], [16482.600000000006, 1107.6999999999998], [16474.399999999994, 1109.5], [16466.300000000003, 1111.1999999999998], [16460.5, 1112.5], [16454.899999999994, 1113.6], [16451.199999999997, 1114.3000000000002], [16450.100000000006, 1114.5], [16448.899999999994, 1114.6999999999998], [16446.300000000003, 1115.0], [16442.300000000003, 1115.3000000000002], [16439.100000000006, 1115.4], [16435.600000000006, 1115.1999999999998], [16431.899999999994, 1114.6], [16429.600000000006, 1114.1999999999998], [16427.300000000003, 1113.5], [16424.199999999997, 1112.5], [16421.399999999994, 1111.4], [16419.5, 1110.5], [16417.800000000003, 1109.6], [16416.399999999994, 1108.8000000000002], [16415.100000000006, 1108.1999999999998], [16410.699999999997, 1105.6999999999998], [16407.5, 1101.6999999999998], [16406.600000000006, 1100.5], [16405.800000000003, 1099.5], [16404.899999999994, 1098.1999999999998], [16403.899999999994, 1096.8000000000002], [16402.899999999994, 1095.3000000000002], [16401.899999999994, 1093.6], [16400.899999999994, 1091.8000000000002], [16399.100000000006, 1087.9], [16398.5, 1086.1], [16397.899999999994, 1084.4], [16397.5, 1083.0], [16397.300000000003, 1081.8000000000002], [16397.0, 1080.9], [16396.899999999994, 1080.1], [16396.699999999997, 1079.3000000000002], [16396.399999999994, 1078.4], [16396.100000000006, 1077.3000000000002], [16395.800000000003, 1076.0], [16395.399999999994, 1073.8000000000002], [16395.0, 1071.6999999999998], [16394.600000000006, 1069.4], [16393.800000000003, 1064.0], [16393.5, 1061.3000000000002], [16392.399999999994, 1052.1999999999998], [16392.100000000006, 1048.6], [16390.899999999994, 1035.0], [16390.100000000006, 1025.6999999999998], [16389.0, 1013.9000000000001], [16387.800000000003, 1001.8000000000002], [16386.899999999994, 990.4000000000001], [16386.0, 979.4000000000001], [16385.100000000006, 968.3], [16384.0, 954.5999999999999], [16383.600000000006, 949.9000000000001], [16383.199999999997, 944.5999999999999], [16382.899999999994, 939.0999999999999], [16382.699999999997, 936.3], [16382.600000000006, 929.3], [16382.600000000006, 922.3], [16382.699999999997, 920.8], [16382.800000000003, 919.0999999999999], [16383.0, 916.5999999999999], [16383.399999999994, 914.2], [16383.699999999997, 912.5999999999999], [16384.0, 911.0999999999999], [16384.600000000006, 908.3], [16385.100000000006, 906.8], [16385.699999999997, 905.0], [16386.399999999994, 903.2], [16387.199999999997, 901.2], [16388.199999999997, 899.3], [16389.399999999994, 897.4000000000001], [16391.399999999994, 894.5999999999999], [16392.5, 893.4000000000001], [16393.399999999994, 892.4000000000001], [16394.300000000003, 891.5], [16395.0, 890.8], [16396.100000000006, 889.7], [16397.199999999997, 888.5999999999999], [16397.899999999994, 887.9000000000001], [16398.800000000003, 887.0999999999999], [16399.899999999994, 886.2], [16401.399999999994, 885.0], [16402.699999999997, 884.0], [16404.100000000006, 883.0999999999999], [16406.199999999997, 881.9000000000001], [16408.199999999997, 880.9000000000001], [16410.100000000006, 880.0999999999999], [16411.699999999997, 879.5999999999999], [16413.300000000003, 879.0999999999999], [16414.600000000006, 878.7], [16415.699999999997, 878.5], [16416.699999999997, 878.2], [16418.0, 877.9000000000001], [16419.399999999994, 877.5999999999999], [16421.300000000003, 877.2], [16423.5, 876.8], [16427.0, 876.4000000000001], [16428.600000000006, 876.4000000000001], [16430.0, 876.3], [16431.399999999994, 876.4000000000001], [16435.199999999997, 876.4000000000001], [16437.800000000003, 876.3], [16452.699999999997, 876.3], [16458.899999999994, 876.4000000000001], [16479.600000000006, 876.4000000000001], [16502.600000000006, 876.3], [16507.0, 928.0]]"
L0003,s000168,M0003,"[[16373.0, 323.0], [16373.0, 530.0999999999999], [16211.0, 530.0999999999999], [16211.0, 323.0], [16373.0, 323.0]]"
L0003,s000169,M0003,"[[12845.0, 7.0], [12845.0, 189.0], [12764.800000000003, 189.0], [12764.800000000003, 7.0], [12845.0, 7.0]]"
L0003,s000170,M0003,"[[11353.0, 1537.0], [11353.699999999997, 1341.6], [11358.199999999997, 1341.7], [11363.0, 1341.7], [11368.100000000006, 1341.8], [11373.399999999994, 1341.9], [11384.399999999994, 1342.1], [11389.899999999994, 1342.3], [11395.399999999994, 1342.4], [11404.199999999997, 1342.6], [11412.800000000003, 1343.0], [11431.300000000003, 1344.0], [11433.600000000006, 1344.2], [11450.0, 1345.5], [11468.800000000003, 1347.3], [11487.5, 1349.2], [11529.0, 1353.7], [11575.100000000006, 1358.7], [11611.0, 1362.6], [11627.899999999994, 1364.5], [11636.399999999994, 1365.4], [11644.800000000003, 1366.1], [11656.699999999997, 1366.9], [11668.5, 1367.5], [11678.199999999997, 1368.0], [11687.899999999994, 1368.3], [11693.199999999997, 1368.2], [11698.399999999994, 1367.9], [11708.899999999994, 1367.2], [11725.899999999994, 1365.4], [11737.399999999994, 1363.8], [11742.899999999994, 1363.1], [11759.699999999997, 1360.5], [11776.5, 1357.6], [11796.0, 1354.1], [11810.399999999994, 1351.2], [11824.600000000006, 1348.3], [11838.800000000003, 1345.6], [11845.899999999994, 1344.3], [11853.199999999997, 1342.9], [11863.100000000006, 1341.2], [11872.899999999994, 1339.5], [11877.699999999997, 1338.7], [11882.399999999994, 1337.9], [11886.899999999994, 1337.1], [11891.199999999997, 1336.4], [11894.699999999997, 1335.7], [11898.399999999994, 1335.0], [11900.399999999994, 1334.6], [11902.5, 1334.2], [11904.800000000003, 1333.7], [11907.399999999994, 1333.2], [11910.0, 1344.9], [11912.399999999994, 1345.0], [11914.600000000006, 1345.1], [11916.600000000006, 1345.1], [11918.5, 1345.2], [11922.100000000006, 1345.3], [11941.199999999997, 1345.3], [11949.399999999994, 1345.1], [11957.699999999997, 1345.0], [11968.800000000003, 1344.6], [11977.5, 1344.2], [11979.699999999997, 1344.2], [11997.199999999997, 1343.1], [12009.600000000006, 1342.1], [12022.100000000006, 1340.9], [12029.899999999994, 1339.9], [12037.699999999997, 1338.7], [12045.300000000003, 1337.5], [12049.0, 1336.9], [12052.5, 1336.3], [12055.800000000003, 1335.8], [12059.300000000003, 1335.3], [12063.0, 1334.7], [12065.100000000006, 1334.3], [12067.300000000003, 1334.0], [12068.300000000003, 1337.2], [12069.199999999997, 1340.3], [12071.100000000006, 1346.0], [12074.0, 1354.6], [12077.100000000006, 1363.4], [12077.800000000003, 1365.3], [12080.5, 1372.5], [12084.0, 1381.5], [12088.100000000006, 1392.2], [12092.300000000003, 1402.8], [12097.800000000003, 1416.0], [12103.600000000006, 1429.2], [12108.899999999994, 1440.6], [12112.899999999994, 1449.2], [12114.199999999997, 1452.0], [12116.800000000003, 1457.6], [12119.100000000006, 1462.5], [12119.399999999994, 1463.0], [12121.899999999994, 1468.2], [12124.199999999997, 1473.1], [12121.600000000006, 1475.6], [12119.100000000006, 1478.2], [12117.0, 1480.9], [12115.0, 1483.8], [12112.899999999994, 1487.1], [12111.0, 1490.6], [12109.100000000006, 1494.6], [12107.600000000006, 1498.7], [12106.699999999997, 1502.0], [12105.899999999994, 1505.3], [12104.600000000006, 1512.0], [12103.399999999994, 1520.5], [12102.5, 1529.0], [12102.0, 1537.8], [12101.699999999997, 1546.7], [12101.600000000006, 1552.0], [12101.5, 1556.9], [12101.399999999994, 1562.0], [12101.399999999994, 1567.0], [12098.399999999994, 1567.2], [12095.399999999994, 1567.4], [12089.0, 1567.8], [12082.300000000003, 1568.2], [12075.699999999997, 1568.6], [12067.5, 1569.0], [12059.399999999994, 1569.3], [12051.800000000003, 1569.7], [12044.100000000006, 1570.0], [12030.800000000003, 1570.1], [12017.5, 1570.0], [11984.800000000003, 1570.0], [11966.100000000006, 1569.6], [11947.300000000003, 1568.8], [11931.100000000006, 1567.9], [11914.899999999994, 1566.9], [11874.699999999997, 1564.4], [11845.699999999997, 1562.5], [11808.800000000003, 1560.0], [11769.0, 1557.1], [11736.399999999994, 1554.7], [11712.899999999994, 1553.3], [11689.5, 1552.5], [11674.5, 1552.3], [11659.300000000003, 1552.2], [11648.0, 1552.1], [11615.399999999994, 1552.1], [11608.0, 1593.6999999999998], [11352.800000000003, 1593.6999999999998], [11353.0, 1537.0]]"
L0003,s000171,M0003,"[[14568.0, 1198.0], [14574.699999999997, 1196.4], [14591.399999999994, 1192.4], [14608.199999999997, 1188.5], [14616.5, 1186.5], [14624.600000000006, 1184.6999999999998], [14632.5, 1182.9], [14640.199999999997, 1181.1999999999998], [14647.5, 1179.5], [14654.399999999994, 1177.9], [14666.199999999997, 1215.8000000000002], [14668.199999999997, 1215.4], [14669.899999999994, 1215.1], [14671.399999999994, 1214.8000000000002], [14672.800000000003, 1214.5], [14675.399999999994, 1213.9], [14677.800000000003, 1213.4], [14681.300000000003, 1212.6999999999998], [14684.899999999994, 1212.0], [14688.800000000003, 1211.1999999999998], [14692.699999999997, 1210.3000000000002], [14700.899999999994, 1208.6999999999998], [14706.300000000003, 1207.6], [14709.199999999997, 1207.0], [14719.800000000003, 1204.9], [14730.100000000006, 1202.9], [14750.399999999994, 1199.1], [14773.600000000006, 1195.0], [14797.100000000006, 1191.1], [14815.399999999994, 1188.5], [14833.800000000003, 1186.1], [14847.899999999994, 1184.4], [14862.100000000006, 1182.9], [14876.899999999994, 1181.6], [14891.699999999997, 1180.6999999999998], [14909.399999999994, 1179.9], [14927.0, 1179.3000000000002], [14945.699999999997, 1178.6999999999998], [14964.300000000003, 1178.4], [14978.899999999994, 1178.4], [14993.399999999994, 1178.6], [15014.300000000003, 1179.1999999999998], [15033.0, 1179.9], [15051.899999999994, 1180.9], [15063.100000000006, 1181.6], [15074.199999999997, 1182.4], [15085.199999999997, 1183.1], [15090.5, 1183.4], [15095.699999999997, 1183.8000000000002], [15101.600000000006, 1184.1], [15107.5, 1184.5], [15110.600000000006, 1184.6], [15113.899999999994, 1184.8000000000002], [15117.300000000003, 1185.0], [15121.0, 1185.1999999999998], [15121.0, 1196.1], [15116.899999999994, 1198.6], [15113.100000000006, 1201.0], [15105.600000000006, 1205.6], [15095.199999999997, 1211.9], [15084.5, 1218.3000000000002], [15072.800000000003, 1225.0], [15061.199999999997, 1231.5], [15051.100000000006, 1237.1999999999998], [15041.100000000006, 1243.0], [15033.800000000003, 1247.5], [15030.300000000003, 1249.9], [15026.899999999994, 1252.4], [15023.600000000006, 1255.0], [15020.399999999994, 1257.8000000000002], [15014.300000000003, 1263.8000000000002], [15009.800000000003, 1269.1], [15007.800000000003, 1271.9], [15005.899999999994, 1274.8000000000002], [15004.100000000006, 1278.1999999999998], [15002.5, 1281.6999999999998], [15001.199999999997, 1285.3000000000002], [15000.199999999997, 1289.0], [14999.399999999994, 1292.1999999999998], [14998.800000000003, 1295.5], [14997.899999999994, 1302.0], [14997.399999999994, 1306.5], [14997.100000000006, 1311.1], [14997.300000000003, 1316.6999999999998], [14997.699999999997, 1322.4], [14998.5, 1329.1], [14999.699999999997, 1335.6999999999998], [15000.800000000003, 1340.1], [15001.899999999994, 1344.4], [15003.100000000006, 1348.6999999999998], [15004.300000000003, 1352.6999999999998], [15001.699999999997, 1360.6999999999998], [14998.5, 1360.4], [14995.5, 1360.1], [14992.699999999997, 1359.8000000000002], [14990.0, 1359.6], [14984.800000000003, 1359.0], [14979.800000000003, 1358.6], [14970.5, 1357.6999999999998], [14960.800000000003, 1356.6999999999998], [14951.0, 1355.8000000000002], [14941.100000000006, 1354.8000000000002], [14924.0, 1353.1], [14907.100000000006, 1351.6], [14896.699999999997, 1350.9], [14886.300000000003, 1350.3000000000002], [14865.399999999994, 1349.6999999999998], [14852.800000000003, 1349.4], [14840.100000000006, 1349.4], [14823.100000000006, 1349.6], [14789.100000000006, 1350.6], [14778.199999999997, 1351.0], [14769.899999999994, 1351.4], [14761.5, 1352.0], [14744.899999999994, 1353.3000000000002], [14725.699999999997, 1354.8000000000002], [14706.399999999994, 1356.4], [14674.399999999994, 1359.5], [14672.199999999997, 1359.6999999999998], [14651.0, 1362.1], [14632.399999999994, 1364.4], [14617.699999999997, 1366.5], [14613.800000000003, 1367.0], [14595.800000000003, 1369.9], [14577.600000000006, 1372.9], [14540.300000000003, 1388.0], [14537.399999999994, 1378.0], [14534.5, 1368.0], [14523.100000000006, 1329.0], [14517.399999999994, 1309.6], [14510.800000000003, 1287.1], [14504.199999999997, 1264.5], [14497.600000000006, 1242.1], [14494.300000000003, 1231.0], [14491.100000000006, 1220.1], [14494.5, 1219.0], [14497.699999999997, 1218.0], [14500.600000000006, 1217.1], [14503.399999999994, 1216.1999999999998], [14506.100000000006, 1215.3000000000002], [14508.600000000006, 1214.5], [14513.199999999997, 1213.1], [14517.399999999994, 1211.8000000000002], [14521.399999999994, 1210.5], [14525.399999999994, 1209.4], [14529.300000000003, 1208.1999999999998], [14536.100000000006, 1206.3000000000002], [14543.199999999997, 1204.4], [14550.699999999997, 1202.4], [14558.5, 1200.4], [14566.5, 1198.4], [14568.0, 1198.0]]"
L0003,s000172,M0003,"[[6986.0, 1593.0], [6966.0, 1593.0], [6954.600000000006, 1567.8], [6954.600000000006, 1547.8], [6955.899999999994, 1546.0], [6958.899999999994, 1542.0], [6960.5, 1539.9], [6963.899999999994, 1535.6], [6965.600000000006, 1533.5], [6967.399999999994, 1531.5], [6970.699999999997, 1527.6], [6974.199999999997, 1524.0], [6976.0, 1522.3], [6977.899999999994, 1520.6], [6979.800000000003, 1519.0], [6981.800000000003, 1517.5], [6983.800000000003, 1515.9], [6985.899999999994, 1514.6], [6987.100000000006, 1513.9], [6988.300000000003, 1513.3], [6990.800000000003, 1512.2], [6992.399999999994, 1511.4], [6994.0, 1510.7], [6995.600000000006, 1510.1], [6997.300000000003, 1509.6], [7000.699999999997, 1508.7], [7004.199999999997, 1507.9], [7007.699999999997, 1507.3], [7013.199999999997, 1506.5], [7018.600000000006, 1505.8], [7025.899999999994, 1505.0], [7033.199999999997, 1504.3], [7039.800000000003, 1503.8], [7046.5, 1503.4], [7049.300000000003, 1503.2], [7054.600000000006, 1502.8], [7060.0, 1502.3], [7063.699999999997, 1502.0], [7067.399999999994, 1501.6], [7076.699999999997, 1500.1], [7079.800000000003, 1499.5], [7082.899999999994, 1498.8], [7086.0, 1498.0], [7091.199999999997, 1496.6], [7101.199999999997, 1493.2], [7107.100000000006, 1491.0], [7113.0, 1488.7], [7118.5, 1486.4], [7123.899999999994, 1483.9], [7126.600000000006, 1482.6], [7129.300000000003, 1481.4], [7131.0, 1480.5], [7134.399999999994, 1478.8], [7136.300000000003, 1477.8], [7138.300000000003, 1476.6], [7139.300000000003, 1476.1], [7140.300000000003, 1475.5], [7141.199999999997, 1475.0], [7141.899999999994, 1474.6], [7142.5, 1474.2], [7143.0, 1473.9], [7143.100000000006, 1473.9], [7143.199999999997, 1473.8], [7143.399999999994, 1473.7], [7163.399999999994, 1473.7], [7164.0, 1569.0], [7164.0, 1589.0], [7140.699999999997, 1589.0], [7139.899999999994, 1588.9], [7130.0, 1588.9], [7126.399999999994, 1588.8], [7123.5, 1588.8], [7120.699999999997, 1588.7], [7115.199999999997, 1588.6], [7109.399999999994, 1588.5], [7103.600000000006, 1588.5], [7097.699999999997, 1588.4], [7091.899999999994, 1588.2], [7086.0, 1588.2], [7080.100000000006, 1588.1], [7069.300000000003, 1588.0], [7057.300000000003, 1588.0], [7040.100000000006, 1588.1], [7033.899999999994, 1588.2], [7027.800000000003, 1588.2], [7021.600000000006, 1588.3], [7015.5, 1588.6], [7012.199999999997, 1588.8], [7008.899999999994, 1589.2], [7008.399999999994, 1589.3], [7002.5, 1590.0], [6996.5, 1590.8], [6993.899999999994, 1591.3], [6991.399999999994, 1591.8], [6986.0, 1593.0]]"
