下料批次号,零件号,面料号,零件外轮廓线坐标
L0005,s000089,M0005,"[[1532, 337], [1527, 339], [1523, 340], [1519, 338], [1518, 336], [1506, 314], [1505, 310], [1506, 307], [1511, 300], [1512, 298], [1528, 282], [1529, 282], [1529, 281], [1531, 279], [1535, 277], [1537, 275], [1541, 273], [1544, 271], [1547, 270], [1552, 268], [1555, 267], [1557, 267], [1559, 266], [1561, 266], [1564, 265], [1574, 265], [1577, 264], [1692, 266], [1696, 267], [1699, 270], [1699, 273], [1698, 327], [1697, 331], [1694, 334], [1550, 334], [1546, 335], [1539, 335]]"
L0005,s000090,M0005,"[[8093, 974], [8092, 978], [8089, 980], [8087, 981], [8071, 983], [8050, 985], [8029, 988], [8009, 990], [7996, 991], [7988, 992], [7946, 996], [7945, 996], [7938, 997], [7922, 999], [7913, 999], [7897, 1001], [7888, 1001], [7872, 1003], [7863, 1003], [7855, 1004], [7847, 1004], [7839, 1005], [7830, 1005], [7822, 1006], [7805, 1006], [7797, 1007], [7768, 1007], [7744, 1008], [7719, 1008], [7669, 1006], [7618, 1006], [7596, 1005], [7572, 1004], [7555, 1003], [7551, 1002], [7524, 1000], [7508, 997], [7491, 995], [7484, 994], [7483, 994], [7476, 992], [7470, 991], [7463, 990], [7461, 990], [7454, 988], [7450, 987], [7447, 987], [7440, 985], [7433, 984], [7424, 981], [7420, 980], [7413, 979], [7406, 977], [7403, 976], [7391, 973], [7389, 972], [7380, 969], [7376, 967], [7375, 967], [7371, 966], [7365, 964], [7364, 963], [7354, 958], [7350, 957], [7347, 955], [7345, 954], [7341, 950], [7339, 949], [7338, 948], [7336, 947], [7333, 945], [7326, 938], [7326, 937], [7323, 934], [7322, 932], [7320, 930], [7318, 926], [7317, 925], [7316, 922], [7316, 921], [7315, 920], [7313, 915], [7313, 914], [7312, 911], [7312, 909], [7311, 907], [7310, 904], [7291, 905], [7287, 904], [7285, 901], [7284, 897], [7295, 744], [7296, 741], [7302, 738], [7340, 736], [7343, 736], [7383, 734], [7435, 732], [7465, 732], [7494, 733], [7542, 733], [7589, 736], [7589, 732], [7590, 728], [7594, 725], [7599, 726], [7605, 727], [7611, 727], [7617, 728], [7622, 729], [7627, 729], [7630, 730], [7635, 731], [7645, 731], [7648, 732], [7660, 732], [7663, 733], [7678, 733], [7681, 732], [7689, 732], [7700, 731], [7708, 730], [7710, 730], [7728, 727], [7747, 723], [7787, 714], [7794, 712], [7804, 710], [7813, 708], [7817, 707], [7832, 704], [7841, 702], [7849, 700], [7853, 701], [7856, 703], [7857, 706], [7859, 716], [7861, 724], [7862, 725], [7864, 728], [7865, 730], [7868, 733], [7870, 736], [7872, 738], [7880, 742], [7880, 741], [7887, 743], [7892, 744], [7894, 744], [7903, 745], [7914, 746], [7924, 746], [7946, 744], [7958, 742], [7968, 740], [7970, 739], [7983, 736], [7997, 732], [8002, 730], [8005, 729], [8007, 729], [8010, 727], [8013, 726], [8014, 725], [8018, 724], [8020, 723], [8025, 721], [8031, 718], [8036, 716], [8039, 714], [8051, 708], [8052, 707], [8054, 706], [8057, 704], [8062, 701], [8065, 699], [8069, 698], [8073, 699], [8075, 701], [8077, 704], [8085, 720], [8087, 723], [8088, 724], [8087, 724], [8090, 728], [8091, 731], [8093, 735], [8093, 736], [8095, 739], [8096, 741], [8096, 742], [8098, 745], [8099, 747], [8099, 749], [8101, 752], [8102, 754], [8102, 755], [8104, 758], [8104, 759], [8106, 764], [8107, 767], [8107, 770], [8109, 773], [8112, 782], [8112, 783], [8113, 784], [8115, 789], [8116, 790], [8118, 799], [8121, 807], [8121, 808], [8122, 811], [8128, 826], [8131, 834], [8132, 838], [8134, 842], [8137, 851], [8140, 859], [8143, 866], [8143, 870], [8141, 873], [8137, 875], [8128, 876], [8103, 880], [8092, 932], [8092, 934]]"
L0005,s000091,M0005,"[[11321, 691], [11322, 696], [11323, 699], [11323, 710], [11322, 713], [11322, 717], [11321, 720], [11320, 722], [11320, 724], [11319, 727], [11318, 729], [11318, 731], [11316, 736], [11315, 737], [11314, 739], [11313, 742], [11312, 743], [11312, 744], [11311, 746], [11310, 749], [11308, 751], [11307, 753], [11306, 754], [11305, 757], [11304, 758], [11304, 759], [11301, 762], [11301, 763], [11291, 773], [11290, 773], [11290, 774], [11287, 776], [11284, 779], [11281, 781], [11279, 783], [11277, 784], [11276, 785], [11271, 787], [11269, 789], [11266, 791], [11264, 792], [11263, 792], [11251, 797], [11249, 799], [11241, 802], [11231, 806], [11213, 812], [11184, 821], [11168, 827], [11167, 827], [11165, 828], [11160, 829], [11157, 830], [11152, 832], [11150, 833], [11149, 834], [11146, 836], [11145, 836], [11145, 837], [11144, 838], [11143, 838], [11143, 839], [11139, 843], [11139, 844], [11137, 846], [11136, 848], [11135, 849], [11132, 857], [11129, 860], [11125, 861], [11089, 857], [11042, 851], [11039, 851], [11019, 849], [10998, 848], [10974, 846], [10949, 845], [10907, 844], [10864, 845], [10848, 845], [10812, 846], [10808, 847], [10785, 848], [10757, 850], [10728, 852], [10691, 857], [10689, 858], [10648, 870], [10644, 870], [10639, 865], [10637, 857], [10633, 837], [10625, 805], [10624, 797], [10617, 769], [10616, 761], [10612, 745], [10611, 737], [10608, 725], [10606, 714], [10603, 702], [10602, 695], [10600, 682], [10596, 662], [10593, 645], [10594, 641], [10596, 638], [10598, 637], [10639, 626], [10640, 626], [10642, 625], [10682, 615], [10759, 598], [10763, 598], [10767, 601], [10768, 603], [10778, 634], [10821, 626], [10895, 614], [10925, 611], [10953, 608], [10955, 609], [10956, 608], [11002, 604], [11025, 603], [11049, 601], [11086, 600], [11121, 599], [11123, 600], [11125, 599], [11157, 599], [11194, 600], [11231, 600], [11270, 602], [11274, 603], [11276, 606], [11277, 609], [11277, 621], [11282, 625], [11290, 634], [11292, 636], [11293, 638], [11296, 641], [11297, 643], [11298, 644], [11299, 646], [11302, 649], [11304, 653], [11307, 657], [11307, 658], [11311, 664], [11312, 666], [11313, 670], [11316, 676]]"
L0005,s000092,M0005,"[[9283, 737], [9285, 736], [9286, 735], [9288, 734], [9289, 733], [9291, 732], [9293, 730], [9295, 729], [9296, 728], [9303, 722], [9307, 720], [9311, 721], [9339, 736], [9342, 739], [9343, 743], [9331, 816], [9329, 820], [9324, 822], [9179, 822], [9157, 823], [9143, 825], [9125, 829], [9120, 829], [9116, 824], [9102, 785], [9102, 781], [9105, 777], [9120, 767], [9136, 759], [9139, 757], [9141, 756], [9144, 755], [9146, 754], [9148, 754], [9150, 753], [9153, 752], [9155, 751], [9156, 751], [9159, 750], [9160, 750], [9163, 749], [9164, 749], [9167, 748], [9170, 748], [9173, 747], [9176, 747], [9179, 746], [9189, 746], [9191, 745], [9199, 745], [9202, 746], [9221, 745], [9236, 745], [9240, 744], [9246, 744], [9251, 743], [9257, 743], [9260, 742], [9262, 742], [9270, 740], [9280, 738], [9283, 738]]"
L0005,s000093,M0005,"[[7274, 746], [7276, 749], [7277, 752], [7276, 826], [7275, 830], [7273, 832], [7264, 838], [7260, 839], [7087, 839], [7083, 838], [7081, 835], [7080, 832], [7080, 752], [7081, 748], [7084, 746], [7087, 745], [7270, 745]]"
L0005,s000094,M0005,"[[5110, 897], [5118, 898], [5127, 900], [5134, 901], [5137, 903], [5140, 906], [5140, 909], [5138, 924], [5137, 938], [5136, 940], [5136, 941], [5135, 954], [5134, 978], [5133, 981], [5129, 984], [5126, 984], [4915, 968], [4912, 967], [4909, 963], [4909, 916], [4910, 912], [4913, 910], [4915, 909], [4919, 909], [4919, 896], [4920, 892], [4923, 890], [4925, 889], [4945, 887], [4947, 888], [4949, 887], [5000, 887], [5026, 888], [5053, 890], [5055, 890], [5064, 892], [5082, 894], [5087, 894], [5091, 895], [5109, 897]]"
L0005,s000095,M0005,"[[2326, 317], [2330, 343], [2332, 357], [2334, 369], [2334, 370], [2335, 372], [2336, 377], [2337, 381], [2337, 391], [2341, 423], [2351, 489], [2354, 506], [2357, 521], [2358, 523], [2362, 541], [2367, 561], [2367, 566], [2364, 569], [2361, 570], [2181, 601], [2130, 612], [2129, 613], [2116, 618], [2109, 621], [2107, 622], [2107, 621], [2105, 622], [2104, 623], [2102, 624], [2101, 625], [2098, 627], [2097, 628], [2095, 629], [2087, 637], [2087, 638], [2084, 641], [2083, 643], [2082, 644], [2081, 647], [2079, 648], [2079, 649], [2078, 651], [2078, 653], [2077, 655], [2077, 657], [2076, 659], [2076, 661], [2075, 663], [2075, 666], [2074, 668], [2074, 674], [2073, 678], [2073, 683], [2072, 685], [2072, 717], [2073, 719], [2073, 743], [2072, 747], [2069, 749], [2063, 749], [2045, 741], [2036, 738], [2027, 734], [2023, 732], [2019, 731], [2018, 730], [2009, 726], [2001, 722], [2001, 723], [1997, 722], [1993, 720], [1990, 719], [1984, 716], [1983, 716], [1977, 714], [1972, 712], [1966, 710], [1962, 708], [1957, 706], [1939, 700], [1930, 696], [1920, 693], [1916, 692], [1911, 690], [1907, 689], [1904, 688], [1896, 686], [1893, 685], [1891, 684], [1886, 682], [1880, 680], [1877, 680], [1874, 679], [1869, 677], [1863, 676], [1831, 669], [1828, 668], [1824, 667], [1818, 667], [1814, 666], [1813, 665], [1810, 665], [1802, 663], [1793, 660], [1792, 659], [1788, 657], [1782, 655], [1779, 653], [1777, 651], [1773, 649], [1771, 647], [1768, 645], [1764, 643], [1760, 642], [1760, 641], [1755, 641], [1748, 640], [1745, 640], [1643, 635], [1456, 628], [1367, 624], [1322, 622], [1279, 620], [1136, 620], [1132, 619], [1130, 616], [1129, 613], [1129, 360], [1130, 356], [1133, 354], [1136, 353], [1207, 354], [1279, 354], [1319, 353], [1397, 349], [1487, 346], [1499, 345], [1515, 345], [1530, 344], [1546, 344], [1562, 343], [1577, 342], [1589, 342], [1647, 339], [1697, 337], [1722, 335], [1744, 333], [1747, 332], [1765, 330], [1784, 327], [1822, 320], [1851, 315], [1881, 309], [1961, 292], [2028, 277], [2030, 277], [2076, 266], [2107, 260], [2114, 259], [2119, 258], [2123, 257], [2128, 256], [2132, 255], [2138, 255], [2141, 254], [2146, 254], [2150, 253], [2159, 253], [2166, 252], [2171, 252], [2174, 251], [2187, 251], [2198, 250], [2209, 250], [2212, 249], [2233, 249], [2244, 248], [2255, 248], [2260, 247], [2290, 247], [2302, 246], [2311, 246], [2315, 247], [2318, 252], [2319, 260], [2319, 263]]"
L0005,s000096,M0005,"[[9173, 1222], [9175, 1225], [9176, 1228], [9176, 1296], [9175, 1300], [9172, 1302], [9169, 1303], [9101, 1303], [9097, 1302], [9095, 1299], [9094, 1296], [9094, 1228], [9095, 1224], [9098, 1222], [9101, 1221], [9169, 1221]]"
L0005,s000097,M0005,"[[11781, 925], [11781, 927], [11780, 936], [11778, 945], [11778, 948], [11777, 951], [11775, 955], [11774, 958], [11773, 960], [11772, 964], [11770, 966], [11768, 969], [11767, 972], [11765, 974], [11764, 976], [11762, 978], [11761, 980], [11746, 995], [11745, 995], [11745, 996], [11742, 998], [11740, 1000], [11737, 1002], [11727, 1009], [11726, 1009], [11714, 1015], [11713, 1015], [11706, 1018], [11698, 1021], [11680, 1028], [11654, 1036], [11638, 1041], [11637, 1042], [11632, 1044], [11626, 1046], [11624, 1047], [11623, 1048], [11621, 1049], [11620, 1049], [11620, 1050], [11617, 1052], [11610, 1059], [11608, 1063], [11605, 1072], [11602, 1076], [11597, 1077], [11561, 1072], [11537, 1069], [11513, 1067], [11511, 1066], [11496, 1065], [11478, 1064], [11458, 1063], [11436, 1063], [11431, 1062], [11421, 1062], [11412, 1063], [11359, 1063], [11332, 1064], [11306, 1066], [11303, 1066], [11280, 1068], [11252, 1070], [11224, 1073], [11185, 1078], [11184, 1078], [11182, 1079], [11135, 1087], [11131, 1086], [11128, 1084], [11127, 1081], [11102, 924], [11102, 921], [11095, 874], [11096, 870], [11098, 867], [11101, 866], [11147, 856], [11150, 855], [11266, 832], [11269, 831], [11279, 829], [11283, 830], [11287, 834], [11297, 866], [11343, 857], [11394, 849], [11444, 842], [11447, 841], [11484, 836], [11509, 834], [11535, 832], [11572, 830], [11574, 831], [11576, 830], [11611, 829], [11723, 829], [11727, 830], [11729, 833], [11730, 836], [11730, 843], [11739, 851], [11746, 857], [11746, 858], [11758, 870], [11758, 871], [11759, 871], [11761, 874], [11764, 877], [11764, 878], [11765, 879], [11766, 881], [11767, 882], [11769, 886], [11771, 888], [11771, 889], [11772, 890], [11772, 891], [11773, 892], [11773, 893], [11774, 894], [11776, 899], [11776, 900], [11778, 905], [11779, 908], [11779, 911], [11780, 913], [11780, 918]]"
L0005,s000098,M0005,"[[16257, 666], [16261, 667], [16264, 670], [16264, 674], [16241, 820], [16239, 824], [16234, 826], [16174, 825], [16170, 824], [16167, 821], [16167, 817], [16191, 671], [16193, 667], [16198, 665]]"
L0005,s000099,M0005,"[[13278, 893], [13280, 896], [13281, 899], [13281, 967], [13280, 971], [13277, 973], [13274, 974], [13078, 974], [13074, 973], [13072, 970], [13071, 967], [13071, 899], [13072, 895], [13075, 893], [13078, 892], [13274, 892]]"
L0005,s000100,M0005,"[[11458, 38], [11461, 41], [11461, 42], [11465, 46], [11466, 48], [11467, 49], [11468, 51], [11469, 52], [11469, 53], [11470, 54], [11470, 55], [11472, 57], [11473, 60], [11474, 61], [11476, 65], [11477, 68], [11479, 73], [11479, 74], [11481, 78], [11481, 80], [11482, 82], [11482, 83], [11484, 88], [11484, 92], [11485, 93], [11486, 98], [11486, 122], [11485, 124], [11485, 127], [11484, 129], [11484, 131], [11483, 134], [11483, 135], [11480, 145], [11476, 154], [11475, 156], [11470, 164], [11467, 167], [11466, 169], [11464, 171], [11464, 172], [11463, 173], [11461, 174], [11460, 175], [11459, 177], [11456, 180], [11453, 182], [11450, 185], [11442, 191], [11441, 192], [11431, 199], [11422, 204], [11421, 204], [11418, 207], [11410, 210], [11402, 214], [11377, 224], [11352, 233], [11340, 238], [11339, 238], [11337, 239], [11326, 243], [11320, 245], [11318, 246], [11315, 248], [11312, 251], [11311, 253], [11310, 254], [11309, 256], [11307, 257], [11307, 258], [11305, 262], [11305, 263], [11304, 266], [11303, 268], [11300, 271], [11296, 272], [11231, 263], [11205, 260], [11180, 257], [11177, 257], [11155, 255], [11132, 254], [11119, 254], [11112, 253], [11013, 253], [10981, 255], [10978, 255], [10946, 257], [10944, 257], [10888, 262], [10886, 263], [10844, 272], [10840, 272], [10837, 269], [10836, 266], [10802, 51], [10803, 47], [10805, 44], [10808, 43], [10850, 35], [10853, 34], [10964, 12], [10966, 12], [10974, 11], [10978, 12], [10982, 16], [10990, 42], [11028, 34], [11070, 26], [11073, 26], [11107, 20], [11139, 16], [11170, 12], [11179, 11], [11190, 10], [11200, 9], [11206, 8], [11212, 8], [11234, 6], [11242, 5], [11273, 3], [11303, 2], [11320, 2], [11404, 0], [11434, 1], [11438, 2], [11440, 5], [11441, 8], [11441, 20], [11453, 31], [11453, 32], [11459, 38]]"
L0005,s000101,M0005,"[[2956, 877], [2958, 880], [2959, 883], [2959, 951], [2958, 955], [2955, 957], [2952, 958], [2884, 958], [2880, 957], [2878, 954], [2877, 951], [2877, 883], [2878, 879], [2881, 877], [2884, 876], [2952, 876]]"
L0005,s000102,M0005,"[[10797, 126], [10798, 129], [10799, 134], [10800, 137], [10806, 153], [10808, 159], [10810, 164], [10816, 180], [10818, 184], [10819, 187], [10825, 203], [10827, 209], [10827, 213], [10825, 216], [10822, 218], [10814, 220], [10789, 223], [10786, 232], [10773, 279], [10767, 314], [10765, 317], [10761, 319], [10685, 326], [10599, 332], [10544, 335], [10493, 338], [10442, 340], [10401, 340], [10399, 339], [10397, 340], [10382, 340], [10339, 339], [10313, 337], [10306, 337], [10300, 336], [10294, 336], [10288, 335], [10276, 335], [10270, 334], [10263, 334], [10260, 333], [10252, 333], [10247, 332], [10241, 331], [10235, 331], [10223, 329], [10218, 329], [10215, 328], [10211, 328], [10199, 326], [10195, 325], [10194, 325], [10182, 323], [10181, 323], [10175, 321], [10173, 321], [10169, 320], [10166, 319], [10164, 318], [10162, 318], [10159, 317], [10156, 317], [10152, 316], [10149, 315], [10145, 314], [10141, 312], [10136, 310], [10133, 309], [10131, 308], [10128, 307], [10124, 305], [10123, 305], [10120, 304], [10118, 303], [10115, 302], [10105, 297], [10102, 296], [10094, 292], [10092, 290], [10086, 287], [10085, 286], [10083, 285], [10082, 284], [10080, 283], [10078, 281], [10077, 281], [10075, 278], [10073, 277], [10069, 273], [10069, 272], [10068, 272], [10066, 270], [10066, 269], [10064, 267], [10064, 266], [10062, 264], [10060, 259], [10058, 255], [10057, 252], [10056, 250], [10054, 242], [10054, 238], [10033, 239], [10029, 238], [10027, 235], [10026, 232], [10032, 106], [10033, 102], [10037, 99], [10039, 99], [10077, 98], [10117, 98], [10164, 99], [10219, 102], [10268, 105], [10316, 108], [10315, 104], [10316, 100], [10318, 97], [10322, 96], [10327, 96], [10335, 97], [10342, 98], [10353, 98], [10357, 99], [10401, 99], [10416, 98], [10418, 97], [10434, 95], [10451, 93], [10485, 86], [10493, 84], [10503, 82], [10512, 80], [10518, 79], [10522, 78], [10531, 76], [10541, 74], [10549, 72], [10553, 73], [10556, 76], [10557, 78], [10559, 88], [10561, 95], [10562, 96], [10562, 97], [10563, 97], [10564, 98], [10565, 100], [10566, 101], [10567, 103], [10572, 108], [10575, 110], [10581, 112], [10591, 114], [10611, 114], [10613, 113], [10621, 113], [10623, 112], [10627, 111], [10631, 111], [10634, 110], [10638, 109], [10641, 109], [10661, 103], [10662, 103], [10663, 102], [10675, 98], [10688, 92], [10690, 91], [10693, 89], [10697, 87], [10703, 83], [10705, 82], [10708, 81], [10709, 80], [10724, 71], [10725, 70], [10729, 68], [10733, 65], [10734, 64], [10736, 63], [10738, 61], [10741, 59], [10745, 56], [10750, 52], [10754, 51], [10758, 52], [10760, 55], [10762, 59], [10766, 65], [10768, 67], [10770, 70], [10770, 71], [10774, 77], [10775, 79], [10775, 80], [10778, 85], [10780, 89], [10782, 92], [10783, 94], [10783, 95], [10785, 98], [10786, 100], [10786, 101], [10788, 104], [10789, 106], [10790, 110], [10792, 113], [10793, 117], [10793, 119], [10795, 123]]"
L0005,s000103,M0005,"[[15040, 613], [15043, 618], [15072, 796], [15073, 799], [15077, 822], [15076, 826], [15074, 829], [15070, 830], [14978, 830], [14973, 827], [14963, 815], [14961, 812], [14930, 620], [14931, 616], [14933, 613], [14937, 612], [15036, 612]]"
L0005,s000104,M0005,"[[16139, 1121], [16135, 1120], [16132, 1116], [16130, 1107], [16130, 1104], [16151, 989], [16153, 985], [16157, 983], [16181, 981], [16184, 981], [16192, 984], [16224, 990], [16234, 992], [16238, 994], [16240, 998], [16240, 1000], [16217, 1130], [16215, 1134], [16211, 1136], [16201, 1138], [16196, 1137], [16170, 1118], [16164, 1121]]"
L0005,s000105,M0005,"[[12754, 291], [12795, 288], [12837, 286], [12920, 286], [12955, 287], [12957, 288], [12959, 287], [12991, 288], [13024, 290], [13065, 295], [13106, 299], [13110, 300], [13113, 304], [13113, 307], [13112, 317], [13110, 320], [13108, 322], [13072, 340], [13053, 349], [13036, 358], [13035, 359], [13022, 367], [13016, 371], [13015, 372], [13012, 374], [13011, 375], [13009, 376], [13006, 378], [13002, 382], [12999, 384], [12996, 387], [12995, 389], [12993, 391], [12991, 392], [12987, 396], [12986, 398], [12983, 401], [12983, 402], [12982, 403], [12981, 405], [12978, 408], [12972, 418], [12971, 420], [12969, 425], [12967, 432], [12967, 434], [12966, 437], [12965, 438], [12965, 442], [12964, 445], [12964, 448], [12963, 451], [12963, 473], [12964, 482], [12965, 485], [12965, 488], [12964, 491], [12960, 500], [12958, 503], [12953, 504], [12904, 499], [12857, 495], [12856, 494], [12854, 495], [12823, 492], [12790, 490], [12758, 489], [12726, 489], [12661, 488], [12629, 488], [12626, 489], [12604, 490], [12571, 493], [12552, 494], [12537, 496], [12534, 497], [12511, 501], [12486, 505], [12482, 504], [12479, 502], [12478, 499], [12451, 301], [12452, 297], [12454, 294], [12457, 293], [12504, 285], [12506, 286], [12507, 285], [12620, 269], [12622, 269], [12628, 268], [12632, 269], [12635, 272], [12650, 304], [12706, 296], [12728, 293], [12731, 293]]"
L0005,s000106,M0005,"[[16226, 1426], [16230, 1427], [16232, 1430], [16233, 1435], [16229, 1451], [16227, 1458], [16225, 1466], [16224, 1473], [16223, 1475], [16222, 1481], [16222, 1482], [16221, 1485], [16220, 1486], [16220, 1491], [16218, 1497], [16218, 1500], [16217, 1503], [16217, 1507], [16216, 1512], [16215, 1516], [16215, 1524], [16214, 1527], [16214, 1540], [16213, 1544], [16213, 1567], [16212, 1572], [16210, 1576], [16206, 1578], [16202, 1577], [16198, 1577], [16195, 1576], [16192, 1576], [16188, 1575], [16188, 1574], [16184, 1573], [16183, 1572], [16181, 1571], [16180, 1570], [16179, 1570], [16177, 1567], [16172, 1562], [16167, 1565], [16164, 1566], [16139, 1566], [16135, 1565], [16133, 1562], [16132, 1558], [16133, 1550], [16133, 1523], [16134, 1521], [16134, 1509], [16135, 1505], [16135, 1497], [16136, 1494], [16136, 1490], [16137, 1487], [16137, 1484], [16142, 1459], [16142, 1457], [16143, 1453], [16144, 1445], [16146, 1437], [16148, 1431], [16151, 1427], [16154, 1426], [16183, 1422], [16185, 1422], [16195, 1424], [16217, 1424], [16223, 1426]]"
L0005,s000107,M0005,"[[16195, 1423], [16194, 1423], [16191, 1422], [16189, 1422], [16184, 1420], [16183, 1419], [16181, 1418], [16180, 1417], [16179, 1417], [16177, 1414], [16172, 1409], [16167, 1412], [16164, 1413], [16139, 1413], [16135, 1412], [16133, 1409], [16132, 1406], [16132, 1404], [16133, 1396], [16133, 1371], [16134, 1368], [16134, 1359], [16135, 1354], [16135, 1346], [16136, 1343], [16136, 1337], [16137, 1334], [16138, 1329], [16138, 1323], [16139, 1320], [16139, 1319], [16141, 1309], [16143, 1301], [16144, 1293], [16146, 1285], [16148, 1278], [16151, 1274], [16154, 1273], [16183, 1269], [16185, 1269], [16195, 1271], [16215, 1271], [16218, 1272], [16222, 1272], [16225, 1273], [16226, 1273], [16230, 1274], [16232, 1277], [16233, 1282], [16231, 1288], [16229, 1296], [16228, 1303], [16226, 1311], [16226, 1312], [16224, 1319], [16224, 1320], [16222, 1327], [16221, 1330], [16221, 1333], [16219, 1339], [16219, 1342], [16218, 1346], [16218, 1349], [16217, 1353], [16216, 1358], [16216, 1363], [16215, 1366], [16215, 1370], [16214, 1372], [16214, 1384], [16213, 1389], [16213, 1411], [16212, 1418], [16211, 1422], [16208, 1424], [16205, 1425], [16204, 1425], [16201, 1424], [16198, 1424]]"
L0005,s000108,M0005,"[[13753, 1598], [13739, 1600], [13735, 1599], [13732, 1597], [13731, 1593], [13731, 1460], [13733, 1455], [13758, 1429], [13763, 1427], [13771, 1427], [13776, 1429], [13802, 1453], [13804, 1458], [13804, 1586], [13803, 1590], [13798, 1593], [13784, 1595], [13771, 1597], [13767, 1597]]"
L0005,s000109,M0005,"[[10794, 346], [10831, 342], [10879, 337], [10885, 337], [10892, 336], [10900, 335], [10907, 335], [10914, 334], [10928, 334], [10946, 333], [10965, 333], [11000, 332], [11002, 333], [11004, 332], [11052, 332], [11075, 333], [11084, 334], [11096, 334], [11100, 335], [11105, 335], [11115, 336], [11126, 336], [11136, 337], [11144, 337], [11148, 338], [11150, 341], [11151, 344], [11151, 351], [11165, 363], [11166, 364], [11167, 366], [11169, 367], [11171, 369], [11172, 371], [11175, 374], [11176, 376], [11179, 379], [11180, 381], [11182, 383], [11183, 385], [11184, 386], [11184, 387], [11185, 388], [11187, 392], [11190, 396], [11192, 398], [11193, 401], [11194, 402], [11194, 403], [11195, 404], [11197, 409], [11199, 413], [11200, 416], [11200, 418], [11201, 420], [11201, 421], [11203, 425], [11203, 428], [11204, 430], [11205, 433], [11205, 454], [11204, 457], [11204, 459], [11203, 463], [11202, 464], [11201, 466], [11201, 467], [11200, 469], [11200, 470], [11199, 472], [11198, 475], [11196, 477], [11194, 481], [11193, 484], [11191, 486], [11191, 487], [11190, 488], [11190, 489], [11186, 493], [11185, 495], [11172, 508], [11169, 510], [11167, 511], [11165, 513], [11161, 515], [11149, 523], [11139, 529], [11131, 533], [11128, 535], [11108, 543], [11087, 552], [11056, 563], [11039, 569], [11037, 571], [11029, 574], [11023, 577], [11020, 579], [11016, 583], [11016, 584], [11014, 588], [11013, 589], [11011, 593], [11010, 596], [11009, 598], [11008, 602], [11005, 604], [11001, 605], [10952, 599], [10928, 596], [10905, 593], [10902, 593], [10875, 591], [10846, 589], [10815, 588], [10784, 586], [10721, 586], [10680, 588], [10678, 588], [10653, 589], [10626, 591], [10588, 594], [10586, 594], [10539, 602], [10535, 601], [10532, 599], [10531, 596], [10497, 364], [10498, 360], [10500, 357], [10503, 356], [10551, 347], [10553, 346], [10666, 327], [10669, 326], [10675, 325], [10679, 326], [10682, 329], [10697, 360], [10776, 348], [10778, 348]]"
L0005,s000110,M0005,"[[13314, 374], [13396, 370], [13438, 371], [13479, 372], [13514, 373], [13516, 374], [13518, 373], [13549, 375], [13581, 377], [13620, 382], [13658, 386], [13662, 387], [13665, 391], [13665, 403], [13664, 407], [13661, 409], [13626, 426], [13608, 435], [13592, 444], [13591, 445], [13579, 452], [13567, 460], [13566, 461], [13563, 463], [13561, 464], [13554, 471], [13552, 472], [13544, 480], [13543, 482], [13542, 483], [13541, 485], [13538, 488], [13535, 493], [13532, 497], [13529, 503], [13527, 508], [13527, 509], [13526, 511], [13526, 513], [13525, 516], [13525, 517], [13524, 519], [13524, 523], [13523, 526], [13523, 555], [13524, 558], [13524, 562], [13523, 565], [13519, 574], [13517, 577], [13512, 578], [13463, 573], [13416, 568], [13414, 568], [13383, 566], [13351, 564], [13318, 563], [13286, 562], [13185, 562], [13163, 563], [13130, 566], [13111, 568], [13094, 570], [13093, 570], [13070, 574], [13045, 579], [13041, 578], [13038, 576], [13037, 573], [13011, 381], [13012, 377], [13014, 374], [13017, 373], [13064, 366], [13065, 366], [13067, 365], [13180, 350], [13183, 349], [13189, 349], [13193, 350], [13195, 353], [13210, 384], [13266, 378], [13288, 376], [13291, 376]]"
L0005,s000111,M0005,"[[15959, 1593], [15958, 1597], [15955, 1599], [15952, 1600], [15867, 1600], [15863, 1599], [15862, 1597], [15849, 1581], [15847, 1577], [15858, 1380], [15859, 1376], [15863, 1373], [15866, 1373], [15963, 1385], [15967, 1387], [15969, 1390], [15969, 1392], [15960, 1567], [15960, 1572]]"
L0005,s000112,M0005,"[[13876, 359], [13889, 359], [13901, 360], [13908, 360], [13912, 361], [13914, 364], [13915, 367], [13915, 379], [13914, 385], [13914, 412], [13913, 417], [13911, 421], [13906, 423], [13670, 423], [13666, 422], [13664, 419], [13663, 416], [13666, 373], [13667, 369], [13672, 366], [13690, 363], [13708, 361], [13710, 362], [13712, 361], [13738, 360], [13770, 359], [13801, 358], [13864, 358]]"
