下料批次号,零件名,面料号,零件外轮廓线坐标
L0003,s000188,M0003,"[[7936.0, 1336.0], [7936.0, 1333.0], [7936.300000000003, 1326.5], [7937.699999999997, 1316.3], [7940.0, 1306.6], [7941.5, 1301.5], [7943.100000000006, 1296.7], [7946.800000000003, 1287.6], [7951.0, 1278.7], [7956.100000000006, 1269.6], [7967.399999999994, 1254.0], [7973.699999999997, 1246.5], [7979.899999999994, 1239.6], [7986.300000000003, 1232.9], [7992.899999999994, 1226.3], [8005.699999999997, 1214.0], [8030.699999999997, 1189.4], [8039.899999999994, 1179.3], [8048.5, 1168.7], [8056.399999999994, 1157.6], [8060.699999999997, 1150.8], [8064.899999999994, 1143.5], [8069.0, 1136.0], [8073.0, 1128.1], [8083.699999999997, 1106.2], [8105.199999999997, 1111.7], [8113.899999999994, 1113.8], [8121.800000000003, 1115.8], [8130.399999999994, 1117.9], [8139.199999999997, 1120.0], [8148.300000000003, 1122.2], [8170.5, 1127.1], [8193.100000000006, 1131.9], [8215.5, 1136.4], [8250.199999999997, 1143.0], [8284.800000000003, 1149.1], [8319.699999999997, 1155.1], [8394.199999999997, 1167.3], [8468.600000000006, 1178.9], [8551.800000000003, 1191.7], [8551.800000000003, 1479.9], [8468.600000000006, 1492.6999999999998], [8394.199999999997, 1504.4], [8319.699999999997, 1516.5], [8284.800000000003, 1522.5], [8250.199999999997, 1528.6999999999998], [8215.5, 1535.1999999999998], [8193.100000000006, 1539.6999999999998], [8170.5, 1544.5], [8148.300000000003, 1549.5], [8139.199999999997, 1551.6], [8130.399999999994, 1553.6999999999998], [8121.800000000003, 1555.8000000000002], [8114.0, 1557.8000000000002], [8109.800000000003, 1558.8000000000002], [8083.899999999994, 1565.3000000000002], [8073.0, 1545.0], [8069.0, 1537.9], [8064.699999999997, 1531.0], [8060.399999999994, 1524.5], [8055.899999999994, 1518.4], [8051.199999999997, 1512.8000000000002], [8046.0, 1507.1999999999998], [8040.399999999994, 1501.6999999999998], [8034.5, 1496.0], [8022.0, 1484.4], [7995.800000000003, 1458.6], [7989.300000000003, 1451.5], [7983.100000000006, 1444.4], [7977.100000000006, 1437.1], [7971.300000000003, 1429.5], [7965.800000000003, 1421.6], [7960.5, 1413.5], [7955.600000000006, 1405.0], [7951.0, 1396.1999999999998], [7946.300000000003, 1385.4], [7942.5, 1374.5], [7940.699999999997, 1368.6], [7939.199999999997, 1362.7], [7937.100000000006, 1351.3], [7936.399999999994, 1345.1], [7936.0, 1339.0], [7936.0, 1336.0]]"
L0003,s000189,M0003,"[[3634.0, 340.0], [3876.0, 340.0], [3881.300000000003, 363.5999999999999], [3884.600000000006, 378.1999999999998], [3888.199999999997, 393.0999999999999], [3890.800000000003, 403.3000000000002], [3892.0, 408.0999999999999], [3896.100000000006, 423.5999999999999], [3900.300000000003, 438.9000000000001], [3902.899999999994, 448.5999999999999], [3728.899999999994, 479.6999999999998], [3721.899999999994, 465.0999999999999], [3718.5, 458.9000000000001], [3714.5, 453.4000000000001], [3712.399999999994, 451.1999999999998], [3709.899999999994, 449.0], [3707.199999999997, 446.9000000000001], [3704.300000000003, 444.8000000000002], [3701.300000000003, 443.0], [3698.199999999997, 441.3000000000002], [3691.800000000003, 438.6999999999998], [3684.899999999994, 436.8000000000002], [3677.899999999994, 435.4000000000001], [3667.100000000006, 434.1999999999998], [3656.199999999997, 433.5999999999999], [3644.899999999994, 433.5], [3623.100000000006, 433.5], [3611.899999999994, 433.5999999999999], [3600.899999999994, 434.1999999999998], [3590.100000000006, 435.4000000000001], [3583.100000000006, 436.8000000000002], [3576.300000000003, 438.6999999999998], [3569.800000000003, 441.3000000000002], [3566.800000000003, 443.0], [3563.800000000003, 444.8000000000002], [3560.800000000003, 446.9000000000001], [3558.100000000006, 449.0], [3555.699999999997, 451.1999999999998], [3553.600000000006, 453.4000000000001], [3549.600000000006, 458.9000000000001], [3546.100000000006, 465.0999999999999], [3539.100000000006, 479.6999999999998], [3365.100000000006, 448.5999999999999], [3367.800000000003, 438.9000000000001], [3371.899999999994, 423.5999999999999], [3376.0, 408.0999999999999], [3377.199999999997, 403.3000000000002], [3379.800000000003, 393.0999999999999], [3383.399999999994, 378.1999999999998], [3386.699999999997, 363.5999999999999], [3392.0, 340.0], [3634.0, 340.0]]"
L0003,s000190,M0003,"[[16200.0, 117.0], [16200.0, 102.0], [16472.0, 102.0], [16472.0, 162.70000000000005], [16471.899999999994, 164.79999999999995], [16471.699999999997, 167.4000000000001], [16471.199999999997, 170.0999999999999], [16470.5, 172.9000000000001], [16469.5, 175.5999999999999], [16468.399999999994, 178.0], [16467.100000000006, 180.4000000000001], [16465.5, 182.79999999999995], [16463.800000000003, 184.9000000000001], [16461.800000000003, 186.9000000000001], [16458.0, 189.70000000000005], [16453.800000000003, 192.0999999999999], [16449.399999999994, 193.70000000000005], [16445.100000000006, 194.9000000000001], [16440.699999999997, 195.5999999999999], [16436.5, 196.0], [16235.600000000006, 196.0], [16231.399999999994, 195.5999999999999], [16226.899999999994, 194.9000000000001], [16222.699999999997, 193.70000000000005], [16218.199999999997, 192.0999999999999], [16214.0, 189.70000000000005], [16210.199999999997, 186.9000000000001], [16208.199999999997, 184.9000000000001], [16206.5, 182.79999999999995], [16204.899999999994, 180.4000000000001], [16203.699999999997, 178.0], [16202.5, 175.5999999999999], [16201.5, 172.9000000000001], [16200.800000000003, 170.0999999999999], [16200.300000000003, 167.4000000000001], [16200.100000000006, 164.79999999999995], [16200.0, 162.70000000000005], [16200.0, 117.0]]"
L0003,s000191,M0003,"[[16281.0, 819.0], [16281.0, 804.0], [16550.0, 804.0], [16550.0, 864.7], [16549.899999999994, 867.0], [16549.699999999997, 869.1999999999998], [16549.199999999997, 871.8000000000002], [16548.600000000006, 874.4000000000001], [16547.600000000006, 877.0], [16546.5, 879.3000000000002], [16545.300000000003, 881.5999999999999], [16543.800000000003, 884.0], [16542.199999999997, 885.9000000000001], [16540.300000000003, 887.8000000000002], [16536.699999999997, 890.5], [16532.699999999997, 892.6999999999998], [16528.399999999994, 894.1999999999998], [16524.300000000003, 895.4000000000001], [16520.0, 896.1999999999998], [16515.899999999994, 896.4000000000001], [16512.300000000003, 896.5], [16318.800000000003, 896.5], [16315.100000000006, 896.4000000000001], [16311.0, 896.1999999999998], [16306.699999999997, 895.4000000000001], [16302.600000000006, 894.1999999999998], [16298.399999999994, 892.6999999999998], [16294.300000000003, 890.5], [16290.699999999997, 887.8000000000002], [16288.800000000003, 885.9000000000001], [16287.199999999997, 884.0], [16285.699999999997, 881.5999999999999], [16284.5, 879.3000000000002], [16283.399999999994, 877.0], [16282.399999999994, 874.4000000000001], [16281.800000000003, 871.8000000000002], [16281.300000000003, 869.1999999999998], [16281.199999999997, 867.0], [16281.0, 864.7], [16281.0, 819.0]]"
L0003,s000192,M0003,"[[16271.0, 924.0], [16271.0, 909.0], [16543.0, 909.0], [16543.0, 969.6999999999998], [16542.899999999994, 971.8000000000002], [16542.699999999997, 974.4000000000001], [16542.199999999997, 977.0999999999999], [16541.5, 979.8000000000002], [16540.5, 982.5999999999999], [16539.399999999994, 985.0], [16538.100000000006, 987.4000000000001], [16536.5, 989.8000000000002], [16534.800000000003, 991.9000000000001], [16532.800000000003, 993.9000000000001], [16529.0, 996.6999999999998], [16524.800000000003, 999.0999999999999], [16520.399999999994, 1000.6999999999998], [16516.100000000006, 1001.9000000000001], [16511.699999999997, 1002.5999999999999], [16507.5, 1002.9000000000001], [16503.800000000003, 1003.0], [16310.300000000003, 1003.0], [16306.600000000006, 1002.9000000000001], [16302.399999999994, 1002.5999999999999], [16297.899999999994, 1001.9000000000001], [16293.699999999997, 1000.6999999999998], [16289.199999999997, 999.0999999999999], [16285.0, 996.6999999999998], [16281.199999999997, 993.9000000000001], [16279.199999999997, 991.9000000000001], [16277.5, 989.8000000000002], [16275.899999999994, 987.4000000000001], [16274.699999999997, 985.0], [16273.5, 982.5999999999999], [16272.5, 979.8000000000002], [16271.800000000003, 977.0999999999999], [16271.300000000003, 974.4000000000001], [16271.100000000006, 971.8000000000002], [16271.0, 969.6999999999998], [16271.0, 924.0]]"
L0003,s000193,M0003,"[[2777.0, 685.0], [2775.600000000006, 657.4], [2798.600000000006, 639.6], [2801.600000000006, 640.3], [2807.399999999994, 641.7], [2813.5, 642.7], [2819.899999999994, 643.7], [2927.0, 703.5], [2895.199999999997, 705.5], [2879.600000000006, 707.0], [2871.600000000006, 707.9], [2863.300000000003, 708.9], [2855.199999999997, 709.9000000000001], [2846.5, 711.2], [2837.199999999997, 712.5], [2830.100000000006, 713.5999999999999], [2828.899999999994, 713.8], [2827.800000000003, 714.0], [2821.199999999997, 715.0], [2816.300000000003, 715.8], [2809.699999999997, 716.9000000000001], [2804.0, 717.8], [2801.199999999997, 718.3], [2798.5, 718.7], [2796.100000000006, 719.2], [2793.600000000006, 719.5999999999999], [2791.699999999997, 719.9000000000001], [2789.5, 720.3], [2787.5, 720.5999999999999], [2778.899999999994, 721.9000000000001], [2777.0, 685.0]]"
L0003,s000194,M0003,"[[9908.0, 929.0], [9927.399999999994, 926.5999999999999], [9956.0, 923.3], [9984.600000000006, 920.0999999999999], [10034.100000000006, 914.8], [10082.600000000006, 909.7], [10101.600000000006, 907.7], [10120.699999999997, 905.9000000000001], [10137.699999999997, 904.7], [10153.199999999997, 903.5], [10172.100000000006, 902.2], [10191.0, 901.4000000000001], [10206.300000000003, 901.0999999999999], [10221.600000000006, 900.9000000000001], [10247.199999999997, 900.7], [10259.800000000003, 900.7], [10272.5, 901.0], [10280.199999999997, 901.4000000000001], [10288.0, 901.8], [10310.600000000006, 903.0], [10333.199999999997, 904.5999999999999], [10356.199999999997, 906.5], [10379.300000000003, 908.5], [10395.699999999997, 909.9000000000001], [10412.199999999997, 911.4000000000001], [10428.600000000006, 913.2], [10445.100000000006, 915.3], [10461.100000000006, 917.4000000000001], [10477.100000000006, 919.8], [10512.899999999994, 925.2], [10532.600000000006, 928.2], [10542.399999999994, 929.7], [10552.0, 931.0999999999999], [10567.699999999997, 933.0999999999999], [10582.199999999997, 929.2], [10585.0, 929.7], [10587.5, 930.0999999999999], [10589.800000000003, 930.5], [10591.899999999994, 930.8], [10595.800000000003, 931.5], [10599.5, 932.0999999999999], [10604.300000000003, 932.9000000000001], [10609.399999999994, 933.7], [10614.699999999997, 934.5999999999999], [10620.199999999997, 935.4000000000001], [10631.399999999994, 937.3], [10636.5, 938.2], [10642.5, 939.3], [10649.600000000006, 940.7], [10656.5, 942.0999999999999], [10670.199999999997, 945.0999999999999], [10690.399999999994, 949.8], [10700.699999999997, 952.0999999999999], [10711.100000000006, 954.5], [10720.100000000006, 956.4000000000001], [10729.100000000006, 958.3], [10738.199999999997, 960.0999999999999], [10747.199999999997, 961.9000000000001], [10756.0, 963.7], [10764.5, 965.3], [10772.800000000003, 966.9000000000001], [10780.600000000006, 968.4000000000001], [10777.100000000006, 980.6999999999998], [10773.5, 992.9000000000001], [10766.300000000003, 1016.9000000000001], [10758.199999999997, 1042.6999999999998], [10749.699999999997, 1068.6], [10741.399999999994, 1093.1999999999998], [10737.300000000003, 1105.4], [10733.300000000003, 1117.4], [10730.300000000003, 1126.6], [10727.300000000003, 1135.9], [10724.300000000003, 1145.4], [10722.800000000003, 1150.3000000000002], [10721.199999999997, 1155.4], [10697.800000000003, 1159.3000000000002], [10691.5, 1156.3000000000002], [10685.0, 1153.0], [10678.699999999997, 1149.5], [10672.300000000003, 1145.9], [10658.899999999994, 1137.9], [10645.399999999994, 1130.1], [10631.699999999997, 1122.6], [10617.699999999997, 1115.6], [10603.699999999997, 1108.6999999999998], [10589.699999999997, 1102.1], [10573.600000000006, 1106.6999999999998], [10557.699999999997, 1101.1], [10550.0, 1098.9], [10542.199999999997, 1097.0], [10534.300000000003, 1095.3000000000002], [10526.300000000003, 1094.0], [10517.5, 1093.0], [10508.600000000006, 1092.5], [10506.699999999997, 1092.5], [10499.300000000003, 1092.6999999999998], [10494.300000000003, 1092.6999999999998], [10491.5, 1092.9], [10488.600000000006, 1093.4], [10485.800000000003, 1094.0], [10483.100000000006, 1094.6999999999998], [10480.199999999997, 1095.6999999999998], [10477.600000000006, 1096.9], [10475.899999999994, 1097.9], [10474.399999999994, 1099.0], [10471.600000000006, 1101.6], [10469.5, 1104.3000000000002], [10467.800000000003, 1107.1999999999998], [10466.199999999997, 1110.6], [10465.100000000006, 1114.3000000000002], [10464.300000000003, 1117.6], [10463.600000000006, 1120.9], [10463.100000000006, 1124.1999999999998], [10462.600000000006, 1127.1999999999998], [10454.199999999997, 1125.4], [10445.300000000003, 1123.5], [10427.300000000003, 1119.6999999999998], [10417.199999999997, 1117.6999999999998], [10413.699999999997, 1117.0], [10400.199999999997, 1114.3000000000002], [10384.800000000003, 1111.3000000000002], [10377.100000000006, 1110.0], [10369.399999999994, 1108.6999999999998], [10356.199999999997, 1107.0], [10343.100000000006, 1105.5], [10333.100000000006, 1104.3000000000002], [10328.199999999997, 1103.8000000000002], [10323.199999999997, 1103.4], [10314.399999999994, 1103.1], [10305.699999999997, 1103.1], [10297.100000000006, 1103.1999999999998], [10288.5, 1103.5], [10280.699999999997, 1103.9], [10272.899999999994, 1104.5], [10258.300000000003, 1106.0], [10244.899999999994, 1107.6999999999998], [10231.5, 1109.5], [10216.699999999997, 1111.5], [10201.800000000003, 1113.4], [10186.5, 1115.5], [10173.600000000006, 1117.1], [10160.699999999997, 1118.6], [10145.100000000006, 1120.3000000000002], [10129.300000000003, 1121.8000000000002], [10113.300000000003, 1123.0], [10085.199999999997, 1124.6], [10069.899999999994, 1125.6999999999998], [10054.600000000006, 1126.6999999999998], [10036.300000000003, 1127.6], [10017.899999999994, 1128.1], [10000.5, 1128.4], [9983.0, 1128.6999999999998], [9964.899999999994, 1129.3000000000002], [9956.0, 1129.5], [9947.0, 1129.6], [9938.600000000006, 1129.6], [9929.899999999994, 1129.5], [9906.399999999994, 1129.5], [9901.899999999994, 1129.6], [9897.699999999997, 1129.6], [9893.800000000003, 1129.6999999999998], [9868.899999999994, 933.9000000000001], [9898.100000000006, 930.2], [9908.0, 929.0]]"
L0003,s000195,M0003,"[[16965.0, 1035.0], [16965.0, 1175.0], [16895.0, 1175.0], [16895.0, 1035.0], [16965.0, 1035.0]]"
L0003,s000196,M0003,"[[13896.0, 1516.0], [13896.899999999994, 1522.6], [13898.100000000006, 1529.2], [13899.799999999988, 1535.9], [13901.600000000006, 1542.4], [13902.700000000012, 1546.8], [13903.299999999988, 1549.1], [13904.0, 1551.5], [13903.100000000006, 1560.0], [13889.600000000006, 1561.9], [13876.100000000006, 1563.6], [13862.5, 1565.2], [13849.0, 1566.7], [13825.799999999988, 1569.5], [13788.299999999988, 1573.7], [13773.0, 1575.3], [13750.5, 1577.8], [13727.899999999994, 1580.1], [13701.399999999994, 1582.6], [13674.799999999988, 1584.7], [13642.5, 1587.0], [13616.899999999994, 1588.7], [13600.399999999994, 1589.8], [13584.0, 1590.8], [13573.600000000006, 1591.2], [13563.299999999988, 1591.5], [13542.600000000006, 1592.2], [13526.600000000006, 1592.9], [13510.5, 1593.5], [13489.600000000006, 1593.8], [13468.799999999988, 1593.8], [13445.399999999994, 1593.9], [13385.0, 1593.9], [13379.100000000006, 1593.8], [13367.0, 1593.8], [13360.5, 1593.7], [13353.5, 1593.7], [13349.799999999988, 1593.6], [13345.799999999988, 1593.6], [13345.899999999994, 1591.0], [13346.0, 1588.7], [13346.100000000006, 1586.6], [13346.200000000012, 1584.7], [13346.399999999994, 1581.3], [13346.5, 1578.1], [13346.700000000012, 1573.4], [13346.799999999988, 1568.4], [13347.0, 1563.1], [13347.100000000006, 1557.7], [13347.5, 1546.6], [13347.899999999994, 1535.3], [13348.5, 1523.6], [13349.100000000006, 1512.1], [13349.799999999988, 1500.7], [13350.5, 1489.2], [13351.200000000012, 1478.9], [13351.799999999988, 1468.5], [13352.5, 1458.0], [13353.100000000006, 1447.6], [13353.700000000012, 1437.4], [13354.299999999988, 1427.4], [13354.899999999994, 1417.8], [13355.399999999994, 1408.8], [13360.200000000012, 1408.6], [13365.399999999994, 1408.5], [13370.799999999988, 1408.3], [13376.299999999988, 1408.2], [13382.600000000006, 1408.1], [13388.799999999988, 1408.0], [13409.200000000012, 1407.6], [13429.700000000012, 1407.5], [13450.299999999988, 1407.8], [13470.799999999988, 1408.3], [13491.299999999988, 1409.1], [13511.799999999988, 1410.0], [13569.700000000012, 1412.4], [13600.5, 1413.7], [13631.200000000012, 1415.2], [13654.399999999994, 1416.4], [13666.0, 1416.8], [13677.5, 1417.1], [13693.799999999988, 1417.1], [13710.100000000006, 1417.0], [13719.399999999994, 1417.0], [13728.600000000006, 1416.9], [13738.399999999994, 1416.3], [13745.799999999988, 1415.7], [13753.200000000012, 1415.0], [13763.5, 1414.0], [13773.700000000012, 1412.8], [13783.600000000006, 1411.3], [13800.299999999988, 1408.7], [13815.200000000012, 1406.0], [13830.100000000006, 1403.1], [13861.399999999994, 1397.1], [13875.600000000006, 1394.5], [13889.799999999988, 1392.0], [13904.600000000006, 1390.0], [13919.5, 1388.2], [13929.200000000012, 1387.2], [13938.799999999988, 1386.1], [13948.299999999988, 1385.1], [13957.399999999994, 1384.2], [13959.5, 1397.0], [13956.100000000006, 1399.0], [13952.600000000006, 1401.2], [13945.5, 1405.7], [13940.5, 1409.2], [13935.700000000012, 1412.8], [13931.100000000006, 1416.7], [13926.600000000006, 1420.9], [13920.899999999994, 1426.8], [13918.200000000012, 1430.0], [13915.700000000012, 1433.3], [13913.0, 1437.4], [13910.399999999994, 1441.6], [13908.100000000006, 1445.9], [13906.0, 1450.4], [13903.200000000012, 1456.6], [13900.799999999988, 1462.9], [13898.600000000006, 1470.3], [13896.799999999988, 1477.9], [13895.799999999988, 1484.4], [13895.100000000006, 1490.9], [13895.0, 1496.2], [13895.100000000006, 1501.5], [13895.399999999994, 1508.7], [13896.0, 1516.0]]"
L0003,s000197,M0003,"[[6178.0, 276.0], [6178.700000000012, 34.90000000000009], [6183.200000000012, 35.0], [6187.5, 35.09999999999991], [6195.899999999994, 35.09999999999991], [6204.0, 35.200000000000045], [6212.100000000006, 35.200000000000045], [6222.799999999988, 35.299999999999955], [6233.799999999988, 35.40000000000009], [6244.799999999988, 35.5], [6255.799999999988, 35.799999999999955], [6271.5, 36.5], [6287.200000000012, 37.40000000000009], [6302.799999999988, 38.59999999999991], [6318.399999999994, 39.700000000000045], [6342.399999999994, 41.5], [6366.5, 43.40000000000009], [6393.200000000012, 45.59999999999991], [6419.899999999994, 47.799999999999955], [6461.399999999994, 50.59999999999991], [6481.600000000006, 52.200000000000045], [6491.700000000012, 53.0], [6501.700000000012, 53.59999999999991], [6515.799999999988, 54.09999999999991], [6529.899999999994, 54.299999999999955], [6552.899999999994, 54.5], [6563.200000000012, 54.59999999999991], [6573.399999999994, 54.5], [6582.299999999988, 54.200000000000045], [6591.200000000012, 53.700000000000045], [6600.0, 53.0], [6608.899999999994, 52.200000000000045], [6624.700000000012, 50.59999999999991], [6640.399999999994, 48.700000000000045], [6659.399999999994, 46.0], [6673.5, 43.799999999999955], [6687.399999999994, 41.59999999999991], [6701.299999999988, 39.299999999999955], [6708.299999999988, 38.200000000000045], [6715.399999999994, 37.09999999999991], [6724.200000000012, 35.59999999999991], [6733.200000000012, 34.200000000000045], [6742.100000000006, 32.700000000000045], [6751.0, 31.09999999999991], [6759.600000000006, 29.700000000000045], [6767.899999999994, 28.200000000000045], [6775.700000000012, 26.90000000000009], [6779.399999999994, 26.200000000000045], [6782.899999999994, 25.59999999999991], [6786.700000000012, 37.09999999999991], [6789.100000000006, 36.90000000000009], [6791.200000000012, 36.59999999999991], [6793.200000000012, 36.40000000000009], [6795.0, 36.200000000000045], [6798.299999999988, 35.90000000000009], [6801.399999999994, 35.59999999999991], [6805.600000000006, 35.200000000000045], [6810.100000000006, 34.799999999999955], [6814.799999999988, 34.40000000000009], [6819.600000000006, 34.0], [6829.600000000006, 33.09999999999991], [6839.5, 32.200000000000045], [6846.200000000012, 31.40000000000009], [6852.700000000012, 30.5], [6865.600000000006, 28.5], [6876.0, 26.59999999999991], [6886.399999999994, 24.40000000000009], [6902.600000000006, 20.700000000000045], [6918.799999999988, 16.799999999999955], [6939.100000000006, 11.900000000000091], [6949.100000000006, 9.400000000000091], [6958.700000000012, 7.099999999999909], [6982.600000000006, 7.2999999999999545], [6983.700000000012, 11.799999999999955], [6984.700000000012, 16.09999999999991], [6986.799999999988, 24.40000000000009], [6989.899999999994, 35.700000000000045], [6993.200000000012, 47.200000000000045], [6996.799999999988, 59.299999999999955], [7000.5, 71.20000000000005], [7004.899999999994, 85.29999999999995], [7009.299999999988, 99.29999999999995], [7015.200000000012, 116.70000000000005], [7018.299999999988, 125.40000000000009], [7021.5, 134.20000000000005], [7027.100000000006, 149.29999999999995], [7032.799999999988, 164.4000000000001], [7035.700000000012, 171.79999999999995], [7038.399999999994, 178.9000000000001], [7041.100000000006, 185.79999999999995], [7043.600000000006, 192.29999999999995], [7040.899999999994, 194.9000000000001], [7038.399999999994, 197.5999999999999], [7036.200000000012, 200.4000000000001], [7034.200000000012, 203.29999999999995], [7032.0, 206.79999999999995], [7030.0, 210.4000000000001], [7028.100000000006, 214.5], [7026.5, 218.70000000000005], [7025.5, 222.29999999999995], [7024.600000000006, 225.79999999999995], [7023.200000000012, 233.0999999999999], [7022.399999999994, 239.0999999999999], [7021.700000000012, 245.0999999999999], [7020.700000000012, 257.0], [7020.200000000012, 269.4000000000001], [7019.899999999994, 282.0], [7019.700000000012, 290.0999999999999], [7019.700000000012, 291.79999999999995], [7019.399999999994, 301.5999999999999], [7019.299999999988, 305.20000000000005], [7019.200000000012, 311.0999999999999], [7019.100000000006, 315.70000000000005], [7019.0, 320.0999999999999], [7009.799999999988, 320.70000000000005], [7000.899999999994, 321.20000000000005], [6992.200000000012, 321.79999999999995], [6983.5, 322.4000000000001], [6972.899999999994, 323.0], [6962.100000000006, 323.5999999999999], [6951.299999999988, 324.0999999999999], [6940.5, 324.5], [6924.799999999988, 324.5999999999999], [6909.100000000006, 324.5999999999999], [6889.899999999994, 324.6999999999998], [6870.700000000012, 324.6999999999998], [6848.5, 324.1999999999998], [6826.399999999994, 323.29999999999995], [6807.299999999988, 322.29999999999995], [6788.299999999988, 321.20000000000005], [6764.799999999988, 319.9000000000001], [6741.299999999988, 318.5], [6710.5, 316.5], [6691.100000000006, 315.20000000000005], [6671.700000000012, 313.9000000000001], [6651.899999999994, 312.4000000000001], [6642.200000000012, 311.70000000000005], [6632.600000000006, 311.0], [6625.899999999994, 310.4000000000001], [6619.200000000012, 309.9000000000001], [6612.299999999988, 309.4000000000001], [6604.899999999994, 308.79999999999995], [6581.100000000006, 292.4000000000001], [6577.600000000006, 292.29999999999995], [6573.799999999988, 292.20000000000005], [6566.0, 292.0], [6557.799999999988, 291.79999999999995], [6554.5, 291.70000000000005], [6549.299999999988, 291.5999999999999], [6540.899999999994, 291.4000000000001], [6532.5, 291.29999999999995], [6524.399999999994, 291.0999999999999], [6516.700000000012, 291.0], [6487.700000000012, 291.0], [6479.399999999994, 332.5999999999999], [6177.799999999988, 332.5999999999999], [6178.0, 276.0]]"
L0003,s000198,M0003,"[[14314.0, 256.0], [14314.0, 361.0], [14209.0, 361.0], [14209.0, 256.0], [14314.0, 256.0]]"
L0003,s000199,M0003,"[[16812.0, 1369.0], [16812.0, 1569.0], [16742.0, 1569.0], [16742.0, 1369.0], [16812.0, 1369.0]]"
L0003,s000200,M0003,"[[16965.0, 1189.0], [16965.0, 1329.0], [16895.0, 1329.0], [16895.0, 1189.0], [16965.0, 1189.0]]"
L0003,s000201,M0003,"[[16624.0, 508.0], [16511.600000000006, 447.1999999999998], [16511.399999999994, 434.1999999999998], [16614.70000000001, 358.4000000000001], [16630.79999999999, 346.5999999999999], [16632.100000000006, 347.9000000000001], [16633.600000000006, 349.0999999999999], [16635.100000000006, 350.0999999999999], [16636.79999999999, 350.9000000000001], [16637.600000000006, 353.1999999999998], [16638.70000000001, 356.3000000000002], [16639.899999999994, 359.0], [16641.20000000001, 361.6999999999998], [16642.5, 364.1999999999998], [16643.899999999994, 366.6999999999998], [16646.20000000001, 370.0], [16648.600000000006, 373.1999999999998], [16652.29999999999, 377.5999999999999], [16655.899999999994, 381.5999999999999], [16659.79999999999, 385.4000000000001], [16664.0, 388.8000000000002], [16668.29999999999, 392.0], [16672.100000000006, 394.8000000000002], [16676.0, 397.5999999999999], [16674.899999999994, 399.9000000000001], [16673.899999999994, 402.0999999999999], [16671.899999999994, 406.3000000000002], [16669.5, 412.5], [16667.399999999994, 418.8000000000002], [16666.5, 422.0], [16665.899999999994, 425.1999999999998], [16665.399999999994, 429.1999999999998], [16665.100000000006, 433.1999999999998], [16664.79999999999, 436.5], [16664.600000000006, 439.8000000000002], [16664.600000000006, 443.5999999999999], [16664.79999999999, 447.4000000000001], [16665.100000000006, 452.8000000000002], [16665.5, 455.5], [16666.0, 458.1999999999998], [16666.70000000001, 460.5999999999999], [16667.600000000006, 463.0], [16669.29999999999, 467.1999999999998], [16671.100000000006, 471.4000000000001], [16673.79999999999, 476.5999999999999], [16676.5, 481.5], [16678.29999999999, 484.4000000000001], [16679.29999999999, 486.0], [16680.29999999999, 487.6999999999998], [16677.100000000006, 488.9000000000001], [16674.100000000006, 490.1999999999998], [16670.5, 492.0], [16666.899999999994, 494.0], [16661.79999999999, 497.3000000000002], [16657.100000000006, 500.8000000000002], [16654.79999999999, 502.5999999999999], [16652.600000000006, 504.5999999999999], [16650.600000000006, 506.5999999999999], [16648.79999999999, 508.8000000000002], [16645.29999999999, 513.0], [16641.600000000006, 517.5], [16624.0, 508.0]]"
L0003,s000202,M0003,"[[16817.0, 596.0], [16747.0, 596.0], [16747.0, 396.0], [16817.0, 396.0], [16817.0, 596.0]]"
